ano,mes,ano_mes,acao,desempenho,indicacoes
2012,09,201209,Ambev PN (AMBV4),1.09,2
2012,09,201209,Itaú Unibanco PN (ITUB4),-3.46,2
2012,08,201208,Vale PNA (VALE5),-8.85,4
2012,08,201208,Itaú Unibanco PN (ITUB4),-1.48,4
2012,08,201208,Cemig PN (CMIG4),-11.56,4
2012,08,201208,Arteris ON (ARTR3),11.02,3
2012,08,201208,Pão de Açúcar PN (PCAR4),2.41,2
2012,08,201208,BR Malls Part. ON (BRML3),5.77,2
2012,08,201208,Banco do Brasil ON (BBAS3),6.9,2
2012,08,201208,Ambev PN (AMBV4),-2.24,2
2012,08,201208,Vale ON (VALE3),-9.07,1
2012,08,201208,Gerdau PN (GGBR4),-3.16,1
2012,07,201207,Vale PNA (VALE5),-7.05,5
2012,07,201207,CCR ON (CCRO3),4.72,4
2012,07,201207,Pão de Açúcar PN (PCAR4),4.38,3
2012,07,201207,Cemig PN (CMIG4),4.4,3
2012,07,201207,MRV ON (MRVE3),19.89,2
2012,07,201207,TIM Part. ON (TIMP3),-23.48,2
2012,07,201207,Copel PNB (CPLE6),-4.8,2
2012,07,201207,BR Malls Part. ON (BRML3),4.0,2
2012,07,201207,Ambev PN (AMBV4),1.69,2
2012,07,201207,Itaú Unibanco PN (ITUB4),14.84,2
2012,06,201206,Cemig PN (CMIG4),6.68,5
2012,06,201206,CCR ON (CCRO3),4.01,4
2012,06,201206,Vale PNA (VALE5),6.64,4
2012,06,201206,Ambev PN (AMBV4),0.82,3
2012,06,201206,Ultrapar ON (UGPA3),8.94,2
2012,06,201206,TIM Part. ON (TIMP3),14.46,2
2012,06,201206,Gerdau PN (GGBR4),11.6,2
2012,06,201206,Copel PNB (CPLE6),7.75,2
2012,06,201206,Pão de Açúcar PN (PCAR4),4.87,2
2012,06,201206,Marcopolo PN (POMO4),-3.33,2
2012,05,201205,TIM Part. ON (TIMP3),-14.02,3
2012,05,201205,Pão de Açúcar PN (PCAR4),-13.67,3
2012,05,201205,Iochpe Maxion ON (MYPK3),-24.1,3
2012,05,201205,Cemig PN (CMIG4),-6.88,2
2012,05,201205,Itaú Unibanco PN (ITUB4),-2.28,2
2012,05,201205,AES Tietê PN (GETI4),4.67,2
2012,05,201205,CCR ON (CCRO3),6.08,2
2012,05,201205,OGX Petróleo ON (OGXP3),-22.15,2
2012,05,201205,Vale PNA (VALE5),-11.41,1
2012,05,201205,Petrobras PN (PETR4),-9.22,1
2012,04,201204,Iochpe Maxion ON (MYPK3),-7.74,2
2012,04,201204,OGX Petróleo ON (OGXP3),-12.38,2
2012,04,201204,TIM Part. ON (TIMP3),-0.75,2
2012,04,201204,BRF ON (BRFS3),-3.19,2
2012,04,201204,Itaú Unibanco PN (ITUB4),-14.08,2
2012,04,201204,Cosan ON (CSAN3),-2.53,2
2012,04,201204,BM&FBovespa ON (BVMF3),-4.63,1
2012,04,201204,Petrobras PN (PETR4),-8.82,1
2012,04,201204,Petrobras ON (PETR3),-7.86,1
2012,04,201204,Gerdau PN (GGBR4),2.63,1
2012,03,201203,Vale PNA (VALE5),-2.45,3
2012,03,201203,Pão de Açúcar PN (PCAR4),9.3,2
2012,03,201203,PDG Realty ON (PDGR3),-14.03,2
2012,03,201203,Petrobras PN (PETR4),-3.47,2
2012,03,201203,OGX Petróleo ON (OGXP3),-11.18,2
2012,03,201203,Itaú Unibanco PN (ITUB4),-3.96,2
2012,03,201203,BRF ON (BRFS3),0.28,2
2012,03,201203,Cetip ON (CTIP3),-5.1,2
2012,03,201203,Dasa ON (DASA3),-12.44,2
2012,03,201203,Ambev PN (AMBV4),10.71,2
2012,02,201202,Itaú Unibanco PN (ITUB4),4.82,3
2012,02,201202,OGX Petróleo ON (OGXP3),2.72,3
2012,02,201202,TIM Part. ON (TIMP3),7.11,2
2012,02,201202,Vale PNA (VALE5),-0.45,2
2012,02,201202,Telefônica BR PN (VIVT4),5.65,2
2012,02,201202,Lojas Renner ON (LREN3),10.81,2
2012,02,201202,Copel PNB (CPLE6),6.61,2
2012,02,201202,Cetip ON (CTIP3),18.74,2
2012,02,201202,Banco do Brasil ON (BBAS3),2.26,2
2012,02,201202,Multiplus ON (MPLU3),18.24,2
2012,01,201201,Itaú Unibanco PN (ITUB4),3.36,6
2012,01,201201,Petrobras PN (PETR4),15.39,3
2012,01,201201,Copel PNB (CPLE6),4.24,3
2012,01,201201,OGX Petróleo ON (OGXP3),21.51,3
2012,01,201201,Redecard ON (RDCD3),7.91,2
2012,01,201201,Pão de Açúcar PN (PCAR4),8.96,2
2012,01,201201,Gerdau PN (GGBR4),14.83,2
2012,01,201201,Cetip ON (CTIP3),0.0,2
2012,01,201201,Energias do Brasil ON (ENBR3),-1.93,2
2012,01,201201,Cielo ON (CIEL3),7.99,2
