ano,mes,ano_mes,corretora,acao,variacao
2019,08,201908,Necton,CVC BRASIL ON (CVCB3),4.32
2019,08,201908,Necton,OI ON (OIBR3),-23.72
2019,08,201908,Necton,PETROBRAS PN (PETR4),-1.57
2019,08,201908,Necton,VALE ON (VALE3),-8.51
2019,08,201908,Nova Futura Investimentos,CYRELA REALT ON (CYRE3),3.24
2019,08,201908,Nova Futura Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),14.21
2019,08,201908,Nova Futura Investimentos,JBS ON (JBSS3),19.04
2019,08,201908,Nova Futura Investimentos,MAGAZINE LUIZA ON (MGLU3),10.09
2019,08,201908,Nova Futura Investimentos,MOVIDA ON (MOVI3),3.62
2019,08,201908,Planner Corretora,CVC BRASIL ON (CVCB3),4.32
2019,08,201908,Planner Corretora,IRB BRASIL RESSEGUROS ON (IRBR3),14.21
2019,08,201908,Planner Corretora,ITAU UNIBANCO PN (ITUB4),-0.24
2019,08,201908,Planner Corretora,LOJAS AMERICANAS PN (LAME4),3.2
2019,08,201908,Planner Corretora,PETROBRAS PN (PETR4),-1.57
2019,08,201908,Safra Corretora,BRASIL ON (BBAS3),-5.3
2019,08,201908,Safra Corretora,P.ACUCAR - CBD PN (PCAR4),-6.4
2019,08,201908,Safra Corretora,PETROBRAS PN (PETR4),-1.57
2019,08,201908,Safra Corretora,RUMO ON (RAIL3),0.82
2019,08,201908,Safra Corretora,VALE ON (VALE3),-8.51
2019,08,201908,Santander Corretora,BRASIL ON (BBAS3),-5.3
2019,08,201908,Santander Corretora,IGUATEMI ON (IGTA3),-4.35
2019,08,201908,Santander Corretora,LOCALIZA ON (RENT3),6.91
2019,08,201908,Santander Corretora,RUMO ON (RAIL3),0.82
2019,08,201908,Santander Corretora,VALE ON (VALE3),-8.51
2019,08,201908,Socopa Corretora,FLEURY ON (FLRY3),2.87
2019,08,201908,Socopa Corretora,GERDAU MET PN (GOAU4),-4.81
2019,08,201908,Socopa Corretora,ITAU UNIBANCO PN (ITUB4),-0.24
2019,08,201908,Socopa Corretora,KROTON ON (KROT3),-19.5
2019,08,201908,Socopa Corretora,P.ACUCAR - CBD PN (PCAR4),-6.4
2019,08,201908,Terra Investimentos,B2W DIGITAL ON (BTOW3),25.33
2019,08,201908,Terra Investimentos,BRADESCO PN (BBDC4),-4.45
2019,08,201908,Terra Investimentos,SUZANO PAPEL ON (SUZB3),-5.18
2019,08,201908,Terra Investimentos,TIM PART ON (TIMP3),1.72
2019,08,201908,Terra Investimentos,USIMINAS PNA (USIM5),-9.71
2019,08,201908,XP Investimentos,BRADESCO PN (BBDC4),-4.45
2019,08,201908,XP Investimentos,ENERGIAS BR ON (ENBR3),4.2
2019,08,201908,XP Investimentos,LOCALIZA ON (RENT3),6.91
2019,08,201908,XP Investimentos,LOJAS RENNER ON (LREN3),6.51
2019,08,201908,XP Investimentos,VALE ON (VALE3),-8.51
2019,07,201907,Ágora Investimentos,B3 ON (B3SA3),12.92
2019,07,201907,Ágora Investimentos,BRASIL ON (BBAS3),-8.75
2019,07,201907,Ágora Investimentos,ENERGISA UNIT (ENGI11),7.2
2019,07,201907,Ágora Investimentos,GERDAU PN (GGBR4),-9.54
2019,07,201907,Ágora Investimentos,VALE ON (VALE3),-3.88
2019,07,201907,Ativa Investimentos,ITAU UNIBANCO PN (ITUB4),-3.93
2019,07,201907,Ativa Investimentos,P.ACUCAR - CBD PN (PCAR4),-1.19
2019,07,201907,Ativa Investimentos,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Ativa Investimentos,SUZANO PAPEL ON (SUZB3),-6.64
2019,07,201907,Ativa Investimentos,VALE ON (VALE3),-3.88
2019,07,201907,BB Investimentos,BRADESCO PN (BBDC4),-8.15
2019,07,201907,BB Investimentos,CIA HERING ON (HGTX3),7.6
2019,07,201907,BB Investimentos,CYRELA REALT ON (CYRE3),21.27
2019,07,201907,BB Investimentos,IOCHPE-MAXION ON (MYPK3),-1.46
2019,07,201907,BB Investimentos,MOVIDA ON (MOVI3),0.64
2019,07,201907,Coinvalores Corretora,EVEN ON (EVEN3),18.07
2019,07,201907,Coinvalores Corretora,GUARARAPES ON (GUAR3),20.46
2019,07,201907,Coinvalores Corretora,LINX ON (LINX3),-9.12
2019,07,201907,Coinvalores Corretora,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Coinvalores Corretora,TUPY ON (TUPY3),-8.04
2019,07,201907,Elite Investimentos,ENGIE BRASIL ON (EGIE3),11.04
2019,07,201907,Elite Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),-3.55
2019,07,201907,Elite Investimentos,LOJAS RENNER ON (LREN3),0.64
2019,07,201907,Elite Investimentos,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Elite Investimentos,SABESP ON (SBSP3),12.97
2019,07,201907,Genial Investimentos,BRADESCO PN (BBDC4),-8.15
2019,07,201907,Genial Investimentos,BTGP BANCO UNT (BPAC11),17.45
2019,07,201907,Genial Investimentos,QUALICORP ON (QUAL3),-0.42
2019,07,201907,Genial Investimentos,SUL AMERICA UNT (SULA11),11.99
2019,07,201907,Genial Investimentos,TIM PART ON (TIMP3),5.07
2019,07,201907,Guide Investimentos,B3 ON (B3SA3),12.92
2019,07,201907,Guide Investimentos,BRASIL ON (BBAS3),-8.75
2019,07,201907,Guide Investimentos,ELETROBRAS ON (ELET3),11.74
2019,07,201907,Guide Investimentos,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Guide Investimentos,SABESP ON (SBSP3),12.97
2019,07,201907,Mirae Corretora,BRASIL ON (BBAS3),-8.75
2019,07,201907,Mirae Corretora,COSAN ON (CSAN3),10.25
2019,07,201907,Mirae Corretora,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Mirae Corretora,USIMINAS PNA (USIM5),-2.02
2019,07,201907,Mirae Corretora,VALE ON (VALE3),-3.88
2019,07,201907,Modalmais,BRASIL ON (BBAS3),-8.75
2019,07,201907,Modalmais,BRADESCO PN (BBDC4),-8.15
2019,07,201907,Modalmais,FLEURY ON (FLRY3),10.07
2019,07,201907,Modalmais,GERDAU PN (GGBR4),-9.54
2019,07,201907,Modalmais,PETROBRAS BR ON (BRDT3),6.4
2019,07,201907,Necton,BRASKEM PNA (BRKM5),-2.83
2019,07,201907,Necton,CVC BRASIL ON (CVCB3),2.15
2019,07,201907,Necton,GUARARAPES ON (GUAR3),20.46
2019,07,201907,Necton,OI ON (OIBR3),-2.5
2019,07,201907,Necton,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Nova Futura Investimentos,CEMIG PN (CMIG4),-4.78
2019,07,201907,Nova Futura Investimentos,ITAU UNIBANCO PN (ITUB4),-3.93
2019,07,201907,Nova Futura Investimentos,LOCAMERICA ON (LCAM3),2.29
2019,07,201907,Nova Futura Investimentos,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Nova Futura Investimentos,TRANS PAULISTA PN (TRPL4),-2.18
2019,07,201907,Planner Corretora,ENERGIAS BR ON (ENBR3),2.06
2019,07,201907,Planner Corretora,ITAU UNIBANCO PN (ITUB4),-3.93
2019,07,201907,Planner Corretora,P.ACUCAR - CBD PN (PCAR4),-1.19
2019,07,201907,Planner Corretora,SANTANDER BR UNIT (SANB11),-5.29
2019,07,201907,Planner Corretora,USIMINAS PNA (USIM5),-2.02
2019,07,201907,Safra Corretora,BRASIL ON (BBAS3),-8.75
2019,07,201907,Safra Corretora,P.ACUCAR - CBD PN (PCAR4),-1.19
2019,07,201907,Safra Corretora,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Safra Corretora,RUMO ON (RAIL3),5.74
2019,07,201907,Safra Corretora,VALE ON (VALE3),-3.88
2019,07,201907,Santander Corretora,BRADESCO PN (BBDC4),-8.15
2019,07,201907,Santander Corretora,IRB BRASIL RESSEGUROS ON (IRBR3),-3.55
2019,07,201907,Santander Corretora,PETROBRAS PN (PETR4),-4.85
2019,07,201907,Santander Corretora,RUMO ON (RAIL3),5.74
2019,07,201907,Santander Corretora,VALE ON (VALE3),-3.88
2019,07,201907,Socopa Corretora,FLEURY ON (FLRY3),10.07
2019,07,201907,Socopa Corretora,GERDAU MET PN (GOAU4),-8.15
2019,07,201907,Socopa Corretora,ITAU UNIBANCO PN (ITUB4),-3.93
2019,07,201907,Socopa Corretora,KROTON ON (KROT3),14.49
2019,07,201907,Socopa Corretora,P.ACUCAR - CBD PN (PCAR4),-1.19
2019,07,201907,Terra Investimentos,B2W DIGITAL ON (BTOW3),15.95
2019,07,201907,Terra Investimentos,CYRELA REALT ON (CYRE3),21.27
2019,07,201907,Terra Investimentos,ITAUSA PN (ITSA4),-3.26
2019,07,201907,Terra Investimentos,KROTON ON (KROT3),14.49
2019,07,201907,Terra Investimentos,PETROBRAS PN (PETR4),-4.85
2019,07,201907,XP Investimentos,BRADESCO PN (BBDC4),-8.15
2019,07,201907,XP Investimentos,ENERGIAS BR ON (ENBR3),2.06
2019,07,201907,XP Investimentos,GERDAU PN (GGBR4),-9.54
2019,07,201907,XP Investimentos,LOCALIZA ON (RENT3),7.37
2019,07,201907,XP Investimentos,LOJAS RENNER ON (LREN3),0.64
2019,06,201906,Ágora Investimentos,B3 ON (B3SA3),2.88
2019,06,201906,Ágora Investimentos,BRASIL ON (BBAS3),4.32
2019,06,201906,Ágora Investimentos,ENERGISA UNIT (ENGI11),2.38
2019,06,201906,Ágora Investimentos,EVEN ON (EVEN3),20.29
2019,06,201906,Ágora Investimentos,GERDAU PN (GGBR4),9.59
2019,06,201906,Ativa Investimentos,ITAU UNIBANCO PN (ITUB4),3.64
2019,06,201906,Ativa Investimentos,P.ACUCAR - CBD PN (PCAR4),8.71
2019,06,201906,Ativa Investimentos,PETROBRAS PN (PETR4),7.28
2019,06,201906,Ativa Investimentos,SUZANO PAPEL ON (SUZB3),2.4
2019,06,201906,Ativa Investimentos,VALE ON (VALE3),5.76
2019,06,201906,BB Investimentos,BRADESCO PN (BBDC4),2.04
2019,06,201906,BB Investimentos,TRANS PAULISTA PN (TRPL4),9.47
2019,06,201906,BB Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),-3.32
2019,06,201906,BB Investimentos,LOCAMERICA ON (LCAM3),10.37
2019,06,201906,BB Investimentos,PETROBRAS BR ON (BRDT3),-2.15
2019,06,201906,Coinvalores Corretora,BRASKEM PNA (BRKM5),-18.12
2019,06,201906,Coinvalores Corretora,EVEN ON (EVEN3),20.29
2019,06,201906,Coinvalores Corretora,GUARARAPES ON (GUAR3),3.89
2019,06,201906,Coinvalores Corretora,LINX ON (LINX3),3.78
2019,06,201906,Coinvalores Corretora,PETROBRAS PN (PETR4),7.28
2019,06,201906,Elite Investimentos,BRASKEM PNA (BRKM5),-18.12
2019,06,201906,Elite Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),-3.32
2019,06,201906,Elite Investimentos,LOJAS RENNER ON (LREN3),7.24
2019,06,201906,Elite Investimentos,PETROBRAS PN (PETR4),7.28
2019,06,201906,Elite Investimentos,SABESP ON (SBSP3),6.92
2019,06,201906,Genial Investimentos,BRADESCO PN (BBDC4),2.04
2019,06,201906,Genial Investimentos,KROTON ON (KROT3),6.09
2019,06,201906,Genial Investimentos,MOVIDA ON (MOVI3),16.86
2019,06,201906,Genial Investimentos,PETRORIO ON (PRIO3),-9.21
2019,06,201906,Genial Investimentos,ULTRAPAR ON (UGPA3),-2.8
2019,06,201906,Guide Investimentos,BRASIL ON (BBAS3),4.32
2019,06,201906,Guide Investimentos,B3 ON (B3SA3),2.88
2019,06,201906,Guide Investimentos,ELETROBRAS ON (ELET3),2.44
2019,06,201906,Guide Investimentos,MARFRIG ON (MRFG3),-7.91
2019,06,201906,Guide Investimentos,SABESP ON (SBSP3),6.92
2019,06,201906,Mirae Corretora,BRASIL ON (BBAS3),4.32
2019,06,201906,Mirae Corretora,GERDAU PN (GGBR4),9.59
2019,06,201906,Mirae Corretora,MARFRIG ON (MRFG3),-7.91
2019,06,201906,Mirae Corretora,PETROBRAS PN (PETR4),7.28
2019,06,201906,Mirae Corretora,VALE ON (VALE3),5.76
2019,06,201906,Modalmais,COSAN ON (CSAN3),-2.1
2019,06,201906,Modalmais,EQUATORIAL ON (EQTL3),6.56
2019,06,201906,Modalmais,MOVIDA ON (MOVI3),16.86
2019,06,201906,Modalmais,RAIADROGASIL ON (RADL3),9.83
2019,06,201906,Modalmais,SUL AMERICA UNT (SULA11),7.48
2019,06,201906,Necton,BRASKEM PNA (BRKM5),-18.12
2019,06,201906,Necton,COSAN ON (CSAN3),-2.1
2019,06,201906,Necton,GUARARAPES ON (GUAR3),3.89
2019,06,201906,Necton,OI ON (OIBR3),8.84
2019,06,201906,Necton,PETROBRAS PN (PETR4),7.28
2019,06,201906,Nova Futura Investimentos,BBSEGURIDADE ON (BBSE3),8.51
2019,06,201906,Nova Futura Investimentos,PETROBRAS BR ON (BRDT3),-2.15
2019,06,201906,Nova Futura Investimentos,CEMIG PN (CMIG4),0.61
2019,06,201906,Nova Futura Investimentos,ITAU UNIBANCO PN (ITUB4),3.64
2019,06,201906,Nova Futura Investimentos,PORTO SEGURO ON (PSSA3),-1.36
2019,06,201906,Planner Corretora,AES TIETE E UNT (TIET11),2.53
2019,06,201906,Planner Corretora,BRADESCO PN (BBDC4),2.04
2019,06,201906,Planner Corretora,ITAUSA PN (ITSA4),4.2
2019,06,201906,Planner Corretora,LOJAS AMERICANAS PN (LAME4),2.04
2019,06,201906,Planner Corretora,RANDON PART PN (RAPT4),6.6
2019,06,201906,Safra Corretora,BRASIL ON (BBAS3),4.32
2019,06,201906,Safra Corretora,P.ACUCAR - CBD PN (PCAR4),8.71
2019,06,201906,Safra Corretora,PETROBRAS PN (PETR4),7.28
2019,06,201906,Safra Corretora,RUMO ON (RAIL3),7.08
2019,06,201906,Safra Corretora,TELEFONICA BRASIL PN (VIVT4),3.87
2019,06,201906,Santander Corretora,BRADESCO PN (BBDC4),2.04
2019,06,201906,Santander Corretora,IRB BRASIL RESSEGUROS ON (IRBR3),-3.32
2019,06,201906,Santander Corretora,LOJAS RENNER ON (LREN3),7.24
2019,06,201906,Santander Corretora,PETROBRAS PN (PETR4),7.28
2019,06,201906,Santander Corretora,VALE ON (VALE3),5.76
2019,06,201906,Socopa Corretora,BR MALLS PART ON (BRML3),11.87
2019,06,201906,Socopa Corretora,FLEURY ON (FLRY3),7.83
2019,06,201906,Socopa Corretora,HYPERA ON (HYPE3),-0.76
2019,06,201906,Socopa Corretora,ITAU UNIBANCO PN (ITUB4),3.64
2019,06,201906,Socopa Corretora,KROTON ON (KROT3),6.09
2019,06,201906,Terra Investimentos,BRASIL ON (BBAS3),4.32
2019,06,201906,Terra Investimentos,ECORODOVIAS ON (ECOR3),13.74
2019,06,201906,Terra Investimentos,ITAUSA PN (ITSA4),4.2
2019,06,201906,Terra Investimentos,KROTON ON (KROT3),6.09
2019,06,201906,Terra Investimentos,VIA VAREJO ON (VVAR3),7.87
2019,06,201906,XP Investimentos,BRADESCO PN (BBDC4),2.04
2019,06,201906,XP Investimentos,GERDAU PN (GGBR4),9.59
2019,06,201906,XP Investimentos,JBS ON (JBSS3),-2.93
2019,06,201906,XP Investimentos,LOCALIZA ON (RENT3),7.96
2019,06,201906,XP Investimentos,LOJAS RENNER ON (LREN3),7.24
2019,05,201905,Ágora Investimentos,B3 ON (B3SA3),6.15
2019,05,201905,Ágora Investimentos,BRASIL ON (BBAS3),5.12
2019,05,201905,Ágora Investimentos,ENERGISA UNIT (ENGI11),7.68
2019,05,201905,Ágora Investimentos,GERDAU PN (GGBR4),-1.48
2019,05,201905,Ágora Investimentos,TENDA ON (TEND3),13.69
2019,05,201905,Ativa Investimentos,BRF S.A. ON (BRFS3),-10.79
2019,05,201905,Ativa Investimentos,ITAU UNIBANCO PN (ITUB4),3.5
2019,05,201905,Ativa Investimentos,NATURA ON (NATU3),14.82
2019,05,201905,Ativa Investimentos,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Ativa Investimentos,VALE ON (VALE3),-2.2
2019,05,201905,BB Investimentos,EMBRAER ON (EMBR3),-3.51
2019,05,201905,BB Investimentos,LOCAMERICA ON (LCAM3),8.54
2019,05,201905,BB Investimentos,RAIADROGASIL ON (RADL3),0.4
2019,05,201905,BB Investimentos,SABESP ON (SBSP3),-5.94
2019,05,201905,BB Investimentos,TOTVS ON (TOTS3),-11.34
2019,05,201905,Coinvalores Corretora,BRASKEM PNA (BRKM5),-10.46
2019,05,201905,Coinvalores Corretora,EVEN ON (EVEN3),5.99
2019,05,201905,Coinvalores Corretora,GUARARAPES ON (GUAR3),-13.19
2019,05,201905,Coinvalores Corretora,LINX ON (LINX3),6.78
2019,05,201905,Coinvalores Corretora,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Elite Investimentos,BRASKEM PNA (BRKM5),-10.46
2019,05,201905,Elite Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),8.5
2019,05,201905,Elite Investimentos,LOJAS RENNER ON (LREN3),3.34
2019,05,201905,Elite Investimentos,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Elite Investimentos,SABESP ON (SBSP3),-5.94
2019,05,201905,Genial Investimentos,BRADESCO PN (BBDC4),4.04
2019,05,201905,Genial Investimentos,CEMIG PN (CMIG4),3.36
2019,05,201905,Genial Investimentos,ENERGISA UNIT (ENGI11),7.68
2019,05,201905,Genial Investimentos,HYPERA ON (HYPE3),7.62
2019,05,201905,Genial Investimentos,SER EDUCACIONAL ON (SEER3),8.84
2019,05,201905,Guide Investimentos,BRASIL ON (BBAS3),5.12
2019,05,201905,Guide Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),8.5
2019,05,201905,Guide Investimentos,P.ACUCAR - CBD PN (PCAR4),-9.63
2019,05,201905,Guide Investimentos,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Guide Investimentos,SABESP ON (SBSP3),-5.94
2019,05,201905,Mirae Corretora,CEMIG PN (CMIG4),3.36
2019,05,201905,Mirae Corretora,ITAUSA PN (ITSA4),4.03
2019,05,201905,Mirae Corretora,P.ACUCAR - CBD PN (PCAR4),-9.63
2019,05,201905,Mirae Corretora,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Mirae Corretora,VALE ON (VALE3),-2.2
2019,05,201905,Modalmais,AMBEV ON (ABEV3),-4.98
2019,05,201905,Modalmais,BBSEGURIDADE ON (BBSE3),5.59
2019,05,201905,Modalmais,ENGIE BRASIL ON (EGIE3),4.34
2019,05,201905,Modalmais,P.ACUCAR - CBD PN (PCAR4),-9.63
2019,05,201905,Modalmais,SER EDUCACIONAL ON (SEER3),8.84
2019,05,201905,Necton,BRASKEM PNA (BRKM5),-10.46
2019,05,201905,Necton,COSAN ON (CSAN3),2.77
2019,05,201905,Necton,GUARARAPES ON (GUAR3),-13.19
2019,05,201905,Necton,OI ON (OIBR3),-13.02
2019,05,201905,Necton,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Nova Futura Investimentos,BBSEGURIDADE ON (BBSE3),5.59
2019,05,201905,Nova Futura Investimentos,SID NACIONAL ON (CSNA3),19.35
2019,05,201905,Nova Futura Investimentos,NATURA ON (NATU3),14.82
2019,05,201905,Nova Futura Investimentos,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Nova Futura Investimentos,SUZANO PAPEL ON (SUZB3),-21.24
2019,05,201905,Planner Corretora,LOJAS AMERICANAS PN (LAME4),2.67
2019,05,201905,Planner Corretora,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Planner Corretora,TUPY ON (TUPY3),13.3
2019,05,201905,Planner Corretora,USIMINAS PNA (USIM5),-4.98
2019,05,201905,Planner Corretora,VALID ON (VLID3),-16.28
2019,05,201905,Safra Corretora,BRASIL ON (BBAS3),5.12
2019,05,201905,Safra Corretora,PETROBRAS BR ON (BRDT3),7.81
2019,05,201905,Safra Corretora,P.ACUCAR - CBD PN (PCAR4),-9.63
2019,05,201905,Safra Corretora,RUMO ON (RAIL3),6.96
2019,05,201905,Safra Corretora,VALE ON (VALE3),-2.2
2019,05,201905,Santander Corretora,BRADESCO PN (BBDC4),4.04
2019,05,201905,Santander Corretora,IRB BRASIL RESSEGUROS ON (IRBR3),8.5
2019,05,201905,Santander Corretora,LOJAS RENNER ON (LREN3),3.34
2019,05,201905,Santander Corretora,PETROBRAS PN (PETR4),-5.45
2019,05,201905,Santander Corretora,VALE ON (VALE3),-2.2
2019,05,201905,Socopa Corretora,AMBEV ON (ABEV3),-4.98
2019,05,201905,Socopa Corretora,CCR SA ON (CCRO3),17.23
2019,05,201905,Socopa Corretora,FLEURY ON (FLRY3),-4.58
2019,05,201905,Socopa Corretora,HYPERA ON (HYPE3),7.62
2019,05,201905,Socopa Corretora,KROTON ON (KROT3),6.67
2019,05,201905,Terra Investimentos,AMBEV ON (ABEV3),-4.98
2019,05,201905,Terra Investimentos,BBSEGURIDADE ON (BBSE3),5.59
2019,05,201905,Terra Investimentos,EMBRAER ON (EMBR3),-3.51
2019,05,201905,Terra Investimentos,GERDAU PN (GGBR4),-1.48
2019,05,201905,Terra Investimentos,KLABIN S/A UNT (KLBN11),-5.22
2019,05,201905,XP Investimentos,BRADESCO PN (BBDC4),4.04
2019,05,201905,XP Investimentos,GERDAU PN (GGBR4),-1.48
2019,05,201905,XP Investimentos,JBS ON (JBSS3),10.58
2019,05,201905,XP Investimentos,LOCALIZA ON (RENT3),5.11
2019,05,201905,XP Investimentos,P.ACUCAR - CBD PN (PCAR4),-9.63
2019,04,201904,Ágora Investimentos,ENERGISA UNIT (ENGI11),3.08
2019,04,201904,Ágora Investimentos,P.ACUCAR - CBD PN (PCAR4),5.51
2019,04,201904,Ágora Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Ágora Investimentos,SUZANO PAPEL ON (SUZB3),-11.54
2019,04,201904,Ágora Investimentos,TENDA ON (TEND3),7.29
2019,04,201904,Ativa Investimentos,BR MALLS PART ON (BRML3),-2.15
2019,04,201904,Ativa Investimentos,BRF S.A. ON (BRFS3),37.09
2019,04,201904,Ativa Investimentos,ITAU UNIBANCO PN (ITUB4),-1.7
2019,04,201904,Ativa Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Ativa Investimentos,VALE ON (VALE3),-1.63
2019,04,201904,BB Investimentos,BRADESCO PN (BBDC4),-0.52
2019,04,201904,BB Investimentos,LINX ON (LINX3),-12.64
2019,04,201904,BB Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,BB Investimentos,TOTVS ON (TOTS3),13.07
2019,04,201904,BB Investimentos,VALE ON (VALE3),-1.63
2019,04,201904,Coinvalores Corretora,BRASKEM PNA (BRKM5),-6.13
2019,04,201904,Coinvalores Corretora,EVEN ON (EVEN3),8.5
2019,04,201904,Coinvalores Corretora,LINX ON (LINX3),-12.64
2019,04,201904,Coinvalores Corretora,NATURA ON (NATU3),15.09
2019,04,201904,Coinvalores Corretora,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Elite Investimentos,BRASKEM PNA (BRKM5),-6.13
2019,04,201904,Elite Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),2.9
2019,04,201904,Elite Investimentos,ITAUSA PN (ITSA4),-0.58
2019,04,201904,Elite Investimentos,MAGAZINE LUIZA ON (MGLU3),10.9
2019,04,201904,Elite Investimentos,WEG ON (WEGE3),3.22
2019,04,201904,Genial Investimentos,BRADESCO PN (BBDC4),-0.52
2019,04,201904,Genial Investimentos,CEMIG PN (CMIG4),6.04
2019,04,201904,Genial Investimentos,MOVIDA ON (MOVI3),10.51
2019,04,201904,Genial Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Genial Investimentos,SAO MARTINHO ON (SMTO3),4.09
2019,04,201904,Guide Investimentos,BRASIL ON (BBAS3),1.97
2019,04,201904,Guide Investimentos,IRB BRASIL RESSEGUROS ON (IRBR3),2.9
2019,04,201904,Guide Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Guide Investimentos,RUMO ON (RAIL3),-5.48
2019,04,201904,Guide Investimentos,SABESP ON (SBSP3),14.27
2019,04,201904,Mirae Corretora,BRASIL ON (BBAS3),1.97
2019,04,201904,Mirae Corretora,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Mirae Corretora,RANDON PART PN (RAPT4),-12.37
2019,04,201904,Mirae Corretora,SANEPAR UNIT (SAPR11),5.91
2019,04,201904,Mirae Corretora,USIMINAS PNA (USIM5),-13.37
2019,04,201904,Modalmais,BRASIL ON (BBAS3),1.97
2019,04,201904,Modalmais,BRF S.A. ON (BRFS3),37.09
2019,04,201904,Modalmais,JBS ON (JBSS3),24.18
2019,04,201904,Modalmais,LOJAS RENNER ON (LREN3),7.67
2019,04,201904,Modalmais,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Necton,BRASKEM PNA (BRKM5),-6.13
2019,04,201904,Necton,COSAN ON (CSAN3),9.89
2019,04,201904,Necton,ISHARES SMAL CI (SMAL11),1.45
2019,04,201904,Necton,OI ON (OIBR3),11.18
2019,04,201904,Necton,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Nova Futura Investimentos,BRASIL ON (BBAS3),1.97
2019,04,201904,Nova Futura Investimentos,SID NACIONAL ON (CSNA3),-10.52
2019,04,201904,Nova Futura Investimentos,ELETROBRAS ON (ELET3),-8.59
2019,04,201904,Nova Futura Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Nova Futura Investimentos,SUZANO PAPEL ON (SUZB3),-11.54
2019,04,201904,Planner Corretora,AES TIETE E UNT (TIET11),-0.72
2019,04,201904,Planner Corretora,LOJAS AMERICANAS PN (LAME4),-6.26
2019,04,201904,Planner Corretora,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Planner Corretora,SMILES ON (SMLS3),9.89
2019,04,201904,Planner Corretora,SUZANO PAPEL ON (SUZB3),-11.54
2019,04,201904,Safra Corretora,BRASIL ON (BBAS3),1.97
2019,04,201904,Safra Corretora,LOCALIZA ON (RENT3),9.5
2019,04,201904,Safra Corretora,P.ACUCAR - CBD PN (PCAR4),5.51
2019,04,201904,Safra Corretora,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Safra Corretora,VALE ON (VALE3),-1.63
2019,04,201904,Santander Corretora,BRASIL ON (BBAS3),1.97
2019,04,201904,Santander Corretora,IRB BRASIL RESSEGUROS ON (IRBR3),2.9
2019,04,201904,Santander Corretora,LOJAS RENNER ON (LREN3),7.67
2019,04,201904,Santander Corretora,PETROBRAS PN (PETR4),-3.32
2019,04,201904,Santander Corretora,VALE ON (VALE3),-1.63
2019,04,201904,Socopa Corretora,AMBEV ON (ABEV3),9.74
2019,04,201904,Socopa Corretora,BRF S.A. ON (BRFS3),37.09
2019,04,201904,Socopa Corretora,FLEURY ON (FLRY3),1.72
2019,04,201904,Socopa Corretora,HYPERA ON (HYPE3),9.36
2019,04,201904,Socopa Corretora,USIMINAS PNA (USIM5),-13.37
2019,04,201904,Terra Investimentos,BRASIL ON (BBAS3),1.97
2019,04,201904,Terra Investimentos,BR MALLS PART ON (BRML3),-2.15
2019,04,201904,Terra Investimentos,KLABIN S/A UNT (KLBN11),-2.52
2019,04,201904,Terra Investimentos,MARFRIG ON (MRFG3),22.41
2019,04,201904,Terra Investimentos,PETROBRAS PN (PETR4),-3.32
2019,04,201904,XP Investimentos,BRADESCO PN (BBDC4),-0.52
2019,04,201904,XP Investimentos,JBS ON (JBSS3),24.18
2019,04,201904,XP Investimentos,LOCALIZA ON (RENT3),9.5
2019,04,201904,XP Investimentos,P.ACUCAR - CBD PN (PCAR4),5.51
2019,04,201904,XP Investimentos,PETROBRAS PN (PETR4),-3.32
2019,03,201903,Ágora Investimentos,BRASIL ON (BBAS3),-3.48
