ano,mes,ano_mes,corretora,acao,variacao
2020,08,202008,Ágora Investimentos,SID NACIONAL ON (CSNA3),24.49
2020,08,202008,Ágora Investimentos,ITAU UNIBANCO PN (ITUB4),-8.93
2020,08,202008,Ágora Investimentos,TENDA ON (TEND3),-5.15
2020,08,202008,Ágora Investimentos,VALE ON (VALE3),0.64
2020,08,202008,Ágora Investimentos,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Ativa Investimentos,ELETROBRAS ON (ELET3),1.49
2020,08,202008,Ativa Investimentos,LOCAMERICA ON (LCAM3),9.36
2020,08,202008,Ativa Investimentos,PETROBRAS BR ON (BRDT3),-1.03
2020,08,202008,Ativa Investimentos,PETROBRAS PN (PETR4),1.53
2020,08,202008,Ativa Investimentos,TEGMA ON (TGMA3),-0.34
2020,08,202008,BB Investimentos,CESP PNB (CESP6),-3.69
2020,08,202008,BB Investimentos,LOCALIZA ON (RENT3),-1.81
2020,08,202008,BB Investimentos,LOCAWEB ON (LWSA3),24.93
2020,08,202008,BB Investimentos,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,BB Investimentos,WEG ON (WEGE3),-0.24
2020,08,202008,CM Capital Corretora 3,BRF S.A. ON (BRFS3),-3.77
2020,08,202008,CM Capital Corretora 3,CIELO ON (CIEL3),-13.22
2020,08,202008,CM Capital Corretora 3,COPEL PNB (CPLE6),-3.28
2020,08,202008,CM Capital Corretora 3,MOVIDA ON (MOVI3),0.6
2020,08,202008,CM Capital Corretora 3,WEG ON (WEGE3),-0.24
2020,08,202008,Elite Investimentos,B3 ON (B3SA3),-3.81
2020,08,202008,Elite Investimentos,BRASIL ON (BBAS3),0.58
2020,08,202008,Elite Investimentos,ISHARES S&P 500 CI (IVVB11),11.48
2020,08,202008,Elite Investimentos,ITAU UNIBANCO PN (ITUB4),-8.93
2020,08,202008,Elite Investimentos,LOCAMERICA ON (LCAM3),9.36
2020,08,202008,Genial Investimentos,INTER BANCO UNIT (BIDI11),6.88
2020,08,202008,Genial Investimentos,LOCAWEB ON (LWSA3),24.93
2020,08,202008,Genial Investimentos,LOJAS AMERICANAS PN (LAME4),-2.61
2020,08,202008,Genial Investimentos,RUMO ON (RAIL3),6.93
2020,08,202008,Genial Investimentos,TOTVS ON (TOTS3),11.75
2020,08,202008,Guide Investimentos,B3 ON (B3SA3),-3.81
2020,08,202008,Guide Investimentos,BTGP BANCO UNT (BPAC11),-4.19
2020,08,202008,Guide Investimentos,COGNA ON (COGN3),-27.42
2020,08,202008,Guide Investimentos,CYRELA REALT ON (CYRE3),-7.73
2020,08,202008,Guide Investimentos,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Mirae Corretora,B3 ON (B3SA3),-3.81
2020,08,202008,Mirae Corretora,INTER BANCO UNIT (BIDI11),6.88
2020,08,202008,Mirae Corretora,MAGAZINE LUIZA ON (MGLU3),17.18
2020,08,202008,Mirae Corretora,VALE ON (VALE3),0.64
2020,08,202008,Mirae Corretora,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Modalmais,CCR SA ON (CCRO3),-10.16
2020,08,202008,Modalmais,DURATEX ON (DTEX3),1.86
2020,08,202008,Modalmais,FLEURY ON (FLRY3),0.86
2020,08,202008,Modalmais,RAIADROGASIL ON (RADL3),-13.26
2020,08,202008,Modalmais,RANDON PART PN (RAPT4),-4.59
2020,08,202008,MyCAP Investimentos 3,BRASIL ON (BBAS3),0.58
2020,08,202008,MyCAP Investimentos 3,CEMIG PN (CMIG4),-2.8
2020,08,202008,MyCAP Investimentos 3,GERDAU PN (GGBR4),12.32
2020,08,202008,MyCAP Investimentos 3,MAGAZINE LUIZA ON (MGLU3),17.18
2020,08,202008,MyCAP Investimentos 3,PETROBRAS PN (PETR4),1.53
2020,08,202008,Necton,BRADESCO PN (BBDC4),-4.25
2020,08,202008,Necton,ISHARES SMAL CI (SMAL11),0.64
2020,08,202008,Necton,VALE ON (VALE3),0.64
2020,08,202008,Necton,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Necton,VIVARA S.A. ON (VIVA3),4.65
2020,08,202008,Nova Futura Investimentos,B3 ON (B3SA3),-3.81
2020,08,202008,Nova Futura Investimentos,EZTEC ON (EZTC3),-2.36
2020,08,202008,Nova Futura Investimentos,PETROBRAS PN (PETR4),1.53
2020,08,202008,Nova Futura Investimentos,VALE ON (VALE3),0.64
2020,08,202008,Nova Futura Investimentos,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Planner Corretora,BRASIL ON (BBAS3),0.58
2020,08,202008,Planner Corretora,ENGIE BRASIL ON (EGIE3),-4.37
2020,08,202008,Planner Corretora,PORTO SEGURO ON (PSSA3),3.63
2020,08,202008,Planner Corretora,TRANS PAULISTA PN (TRPL4),-4.39
2020,08,202008,Planner Corretora,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Safra Corretora,B3 ON (B3SA3),-3.81
2020,08,202008,Safra Corretora,BRASIL ON (BBAS3),0.58
2020,08,202008,Safra Corretora,GERDAU PN (GGBR4),12.32
2020,08,202008,Safra Corretora,IHPARDINI ON (PARD3),-8.71
2020,08,202008,Safra Corretora,VIA VAREJO ON (VVAR3),3.59
2020,08,202008,Santander Corretora,AMBEV ON (ABEV3),-8.27
2020,08,202008,Santander Corretora,BRADESCO PN (BBDC4),-4.25
2020,08,202008,Santander Corretora,ENGIE BRASIL ON (EGIE3),-4.37
2020,08,202008,Santander Corretora,LOJAS AMERICANAS PN (LAME4),-2.61
2020,08,202008,Santander Corretora,SUL AMERICA UNT (SULA11),-11.64
2020,08,202008,Socopa Corretora,BRADESCO PN (BBDC4),-4.25
2020,08,202008,Socopa Corretora,CCR SA ON (CCRO3),-10.16
2020,08,202008,Socopa Corretora,ENERGIAS BR ON (ENBR3),-5.55
2020,08,202008,Socopa Corretora,HAPVIDA ON (HAPV3),-1.01
2020,08,202008,Socopa Corretora,JBS ON (JBSS3),6.22
2020,08,202008,Terra Investimentos,B3 ON (B3SA3),-3.81
2020,08,202008,Terra Investimentos,BRADESCO PN (BBDC4),-4.25
2020,08,202008,Terra Investimentos,KLABIN S/A UNT (KLBN11),26.67
2020,08,202008,Terra Investimentos,MAGAZINE LUIZA ON (MGLU3),17.18
2020,08,202008,Terra Investimentos,PETROBRAS PN (PETR4),1.53
2020,08,202008,XP Investimentos,BRASIL ON (BBAS3),0.58
2020,08,202008,XP Investimentos,LOCALIZA ON (RENT3),-1.81
2020,08,202008,XP Investimentos,LOCAWEB ON (LWSA3),24.93
2020,08,202008,XP Investimentos,VALE ON (VALE3),0.64
2020,08,202008,XP Investimentos,VIVARA S.A. ON (VIVA3),4.65
2020,07,202007,Ágora Investimentos,ECORODOVIAS ON (ECOR3),11.95
2020,07,202007,Ágora Investimentos,KLABIN S/A UNT (KLBN11),1.62
2020,07,202007,Ágora Investimentos,PETROBRAS PN (PETR4),3.02
2020,07,202007,Ágora Investimentos,TENDA ON (TEND3),8.31
2020,07,202007,Ágora Investimentos,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,Ativa Investimentos,BANRISUL PNB (BRSR6),5.24
2020,07,202007,Ativa Investimentos,ELETROBRAS ON (ELET3),24.23
2020,07,202007,Ativa Investimentos,LIGHT ON (LIGT3),13.99
2020,07,202007,Ativa Investimentos,PETROBRAS BR ON (BRDT3),5.34
2020,07,202007,Ativa Investimentos,PETROBRAS PN (PETR4),3.02
2020,07,202007,BB Investimentos,B3 ON (B3SA3),15.42
2020,07,202007,BB Investimentos,CAMIL ON (CAML3),9.71
2020,07,202007,BB Investimentos,LOCAWEB ON (LWSA3),10.88
2020,07,202007,BB Investimentos,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,BB Investimentos,WEG ON (WEGE3),33.33
2020,07,202007,CM Capital Corretora 3,BRF S.A. ON (BRFS3),-2.63
2020,07,202007,CM Capital Corretora 3,COPEL PNB (CPLE6),9.14
2020,07,202007,CM Capital Corretora 3,GERDAU PN (GGBR4),8.99
2020,07,202007,CM Capital Corretora 3,MOVIDA ON (MOVI3),26.62
2020,07,202007,CM Capital Corretora 3,WEG ON (WEGE3),33.33
2020,07,202007,Elite Investimentos,B3 ON (B3SA3),15.42
2020,07,202007,Elite Investimentos,BRASIL ON (BBAS3),4.45
2020,07,202007,Elite Investimentos,ISHARES S&P 500 CI (IVVB11),1.08
2020,07,202007,Elite Investimentos,LOCAMERICA ON (LCAM3),13.51
2020,07,202007,Elite Investimentos,RUMO ON (RAIL3),-1.2
2020,07,202007,Genial Investimentos,INTER BANCO UNIT (BIDI11),47.42
2020,07,202007,Genial Investimentos,ENEVA ON (ENEV3),11.98
2020,07,202007,Genial Investimentos,LOCAWEB ON (LWSA3),10.88
2020,07,202007,Genial Investimentos,RUMO ON (RAIL3),-1.2
2020,07,202007,Genial Investimentos,TOTVS ON (TOTS3),11.58
2020,07,202007,Guide Investimentos,B2W DIGITAL ON (BTOW3),11.84
2020,07,202007,Guide Investimentos,B3 ON (B3SA3),15.42
2020,07,202007,Guide Investimentos,BTGP BANCO UNT (BPAC11),13.61
2020,07,202007,Guide Investimentos,CYRELA REALT ON (CYRE3),21.18
2020,07,202007,Guide Investimentos,LOCAWEB ON (LWSA3),10.88
2020,07,202007,Mirae Corretora,BRASIL ON (BBAS3),4.45
2020,07,202007,Mirae Corretora,INTER BANCO UNIT (BIDI11),47.42
2020,07,202007,Mirae Corretora,PETROBRAS PN (PETR4),3.02
2020,07,202007,Mirae Corretora,VALE ON (VALE3),8.57
2020,07,202007,Mirae Corretora,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,Modalmais,EZTEC ON (EZTC3),3.18
2020,07,202007,Modalmais,GERDAU PN (GGBR4),8.99
2020,07,202007,Modalmais,IRB BRASIL RESSEGUROS ON (IRBR3),-21.6
2020,07,202007,Modalmais,LINX ON (LINX3),4.3
2020,07,202007,Modalmais,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,MyCAP Investimentos 3,BRASIL ON (BBAS3),4.45
2020,07,202007,MyCAP Investimentos 3,CEMIG PN (CMIG4),8.89
2020,07,202007,MyCAP Investimentos 3,GERDAU PN (GGBR4),8.99
2020,07,202007,MyCAP Investimentos 3,MAGAZINE LUIZA ON (MGLU3),12.77
2020,07,202007,MyCAP Investimentos 3,PETROBRAS PN (PETR4),3.02
2020,07,202007,Necton,B3 ON (B3SA3),15.42
2020,07,202007,Necton,BRADESCO PN (BBDC4),8.49
2020,07,202007,Necton,ISHARES SMAL CI (SMAL11),9.46
2020,07,202007,Necton,VALE ON (VALE3),8.57
2020,07,202007,Necton,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,Nova Futura Investimentos,B3 ON (B3SA3),15.42
2020,07,202007,Nova Futura Investimentos,COGNA ON (COGN3),25.26
2020,07,202007,Nova Futura Investimentos,PETROBRAS PN (PETR4),3.02
2020,07,202007,Nova Futura Investimentos,VALE ON (VALE3),8.57
2020,07,202007,Nova Futura Investimentos,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,Planner Corretora,LOJAS RENNER ON (LREN3),-1.6
2020,07,202007,Planner Corretora,PORTO SEGURO ON (PSSA3),7.16
2020,07,202007,Planner Corretora,TAESA UNIT (TAEE11),3.06
2020,07,202007,Planner Corretora,VALE ON (VALE3),8.57
2020,07,202007,Planner Corretora,VIA VAREJO ON (VVAR3),27.5
2020,07,202007,Safra Corretora,B3 ON (B3SA3),15.42
2020,07,202007,Safra Corretora,BRASIL ON (BBAS3),4.45
2020,07,202007,Safra Corretora,CPFL ENERGIA ON (CPFE3),8.32
2020,07,202007,Safra Corretora,HAPVIDA ON (HAPV3),4.78
2020,07,202007,Safra Corretora,MAGAZINE LUIZA ON (MGLU3),12.77
2020,07,202007,Santander Corretora,BRADESCO PN (BBDC4),8.49
2020,07,202007,Santander Corretora,CESP PNB (CESP6),10.38
2020,07,202007,Santander Corretora,LOJAS AMERICANAS PN (LAME4),5.97
2020,07,202007,Santander Corretora,SUL AMERICA UNT (SULA11),13.24
2020,07,202007,Santander Corretora,YDUQS PART ON (YDUQ3),0.71
2020,07,202007,Socopa Corretora,BRADESCO PN (BBDC4),8.49
2020,07,202007,Socopa Corretora,CCR SA ON (CCRO3),3.17
2020,07,202007,Socopa Corretora,ENERGIAS BR ON (ENBR3),6.54
2020,07,202007,Socopa Corretora,HYPERA ON (HYPE3),8.47
2020,07,202007,Socopa Corretora,P.ACUCAR - CBD ON (PCAR3),0.03
2020,07,202007,Terra Investimentos,B3 ON (B3SA3),15.42
2020,07,202007,Terra Investimentos,GERDAU PN (GGBR4),8.99
2020,07,202007,Terra Investimentos,MAGAZINE LUIZA ON (MGLU3),12.77
2020,07,202007,Terra Investimentos,PETROBRAS PN (PETR4),3.02
2020,07,202007,Terra Investimentos,RUMO ON (RAIL3),-1.2
2020,07,202007,XP Investimentos,BRASIL ON (BBAS3),4.45
2020,07,202007,XP Investimentos,IGUATEMI ON (IGTA3),0.6
2020,07,202007,XP Investimentos,LOCALIZA ON (RENT3),24.47
2020,07,202007,XP Investimentos,VALE ON (VALE3),8.57
2020,07,202007,XP Investimentos,VIVARA S.A. ON (VIVA3),5.27
2020,06,202006,Ágora Investimentos,JBS ON (JBSS3),-3.73
2020,06,202006,Ágora Investimentos,LOJAS AMERICANAS PN (LAME4),13.91
2020,06,202006,Ágora Investimentos,TOTVS ON (TOTS3),15.12
2020,06,202006,Ágora Investimentos,VALE ON (VALE3),5.51
2020,06,202006,Ágora Investimentos,VIA VAREJO ON (VVAR3),23.47
2020,06,202006,Ativa Investimentos,BANRISUL PNB (BRSR6),9.35
2020,06,202006,Ativa Investimentos,JBS ON (JBSS3),-3.73
2020,06,202006,Ativa Investimentos,NEOENERGIA ON (NEOE3),4.13
2020,06,202006,Ativa Investimentos,PETROBRAS PN (PETR4),5.95
2020,06,202006,Ativa Investimentos,SANEPAR UNIT (SAPR11),14.71
2020,06,202006,BB Investimentos,CAMIL ON (CAML3),12.99
2020,06,202006,BB Investimentos,SID NACIONAL ON (CSNA3),3.49
2020,06,202006,BB Investimentos,HYPERA ON (HYPE3),4.12
2020,06,202006,BB Investimentos,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,BB Investimentos,WEG ON (WEGE3),21.07
2020,06,202006,CM Capital Corretora 3,BRADESCO PN (BBDC4),9.32
2020,06,202006,CM Capital Corretora 3,BRF S.A. ON (BRFS3),-8.08
2020,06,202006,CM Capital Corretora 3,CYRELA REALT ON (CYRE3),34.81
2020,06,202006,CM Capital Corretora 3,GERDAU PN (GGBR4),19.21
2020,06,202006,CM Capital Corretora 3,WEG ON (WEGE3),21.07
2020,06,202006,Elite Investimentos,B3 ON (B3SA3),20.94
2020,06,202006,Elite Investimentos,BRASIL ON (BBAS3),4.25
2020,06,202006,Elite Investimentos,LOCAMERICA ON (LCAM3),14.47
2020,06,202006,Elite Investimentos,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,Elite Investimentos,RUMO ON (RAIL3),-0.18
2020,06,202006,Genial Investimentos,INTER BANCO UNIT (BIDI11),22.62
2020,06,202006,Genial Investimentos,ENEVA ON (ENEV3),17.78
2020,06,202006,Genial Investimentos,LOJAS AMERICANAS PN (LAME4),13.91
2020,06,202006,Genial Investimentos,RUMO ON (RAIL3),-0.18
2020,06,202006,Genial Investimentos,TOTVS ON (TOTS3),15.12
2020,06,202006,Guide Investimentos,BRF S.A. ON (BRFS3),-8.08
2020,06,202006,Guide Investimentos,BTGP BANCO UNT (BPAC11),56.63
2020,06,202006,Guide Investimentos,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,Guide Investimentos,VALE ON (VALE3),5.51
2020,06,202006,Guide Investimentos,VIA VAREJO ON (VVAR3),23.47
2020,06,202006,Mirae Corretora,BRASIL ON (BBAS3),4.25
2020,06,202006,Mirae Corretora,BRF S.A. ON (BRFS3),-8.08
2020,06,202006,Mirae Corretora,PETROBRAS PN (PETR4),5.95
2020,06,202006,Mirae Corretora,VALE ON (VALE3),5.51
2020,06,202006,Mirae Corretora,VIA VAREJO ON (VVAR3),23.47
2020,06,202006,Modalmais,DURATEX ON (DTEX3),19.52
2020,06,202006,Modalmais,OMEGA GERAÇÃO ON (OMGE3),17.8
2020,06,202006,Modalmais,RANDON PART PN (RAPT4),9.2
2020,06,202006,Modalmais,VALID ON (VLID3),-1.01
2020,06,202006,Modalmais,WEG ON (WEGE3),21.07
2020,06,202006,MyCAP Investimentos 3,BRASIL ON (BBAS3),4.25
2020,06,202006,MyCAP Investimentos 3,CEMIG PN (CMIG4),2.04
2020,06,202006,MyCAP Investimentos 3,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,MyCAP Investimentos 3,PETROBRAS BR ON (BRDT3),-0.42
2020,06,202006,MyCAP Investimentos 3,VALE ON (VALE3),5.51
2020,06,202006,Necton,B3 ON (B3SA3),20.94
2020,06,202006,Necton,BRADESCO PN (BBDC4),9.32
2020,06,202006,Necton,ISHARES SMAL CI (SMAL11),13.89
2020,06,202006,Necton,RAIADROGASIL ON (RADL3),1.19
2020,06,202006,Necton,VALE ON (VALE3),5.51
2020,06,202006,Nova Futura Investimentos,B3 ON (B3SA3),20.94
2020,06,202006,Nova Futura Investimentos,MARFRIG ON (MRFG3),-3.22
2020,06,202006,Nova Futura Investimentos,PETROBRAS PN (PETR4),5.95
2020,06,202006,Nova Futura Investimentos,VALE ON (VALE3),5.51
2020,06,202006,Nova Futura Investimentos,VIA VAREJO ON (VVAR3),23.47
2020,06,202006,Planner Corretora,AREZZO CO ON (ARZZ3),13.78
2020,06,202006,Planner Corretora,FLEURY ON (FLRY3),5.31
2020,06,202006,Planner Corretora,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,Planner Corretora,PORTO SEGURO ON (PSSA3),7.64
2020,06,202006,Planner Corretora,SANEPAR UNIT (SAPR11),14.71
2020,06,202006,Safra Corretora,B3 ON (B3SA3),20.94
2020,06,202006,Safra Corretora,BRADESCO PN (BBDC4),9.32
2020,06,202006,Safra Corretora,HAPVIDA ON (HAPV3),13.32
2020,06,202006,Safra Corretora,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,Safra Corretora,VALE ON (VALE3),5.51
2020,06,202006,Santander Corretora,BRADESCO PN (BBDC4),9.32
2020,06,202006,Santander Corretora,LOJAS AMERICANAS PN (LAME4),13.91
2020,06,202006,Santander Corretora,MARFRIG ON (MRFG3),-3.22
2020,06,202006,Santander Corretora,MULTIPLAN ON (MULT3),-0.92
2020,06,202006,Santander Corretora,SABESP ON (SBSP3),6.22
2020,06,202006,Socopa Corretora,BRADESCO PN (BBDC4),9.32
2020,06,202006,Socopa Corretora,ENERGIAS BR ON (ENBR3),-1.41
2020,06,202006,Socopa Corretora,HYPERA ON (HYPE3),4.12
2020,06,202006,Socopa Corretora,P.ACUCAR - CBD ON (PCAR3),12.7
2020,06,202006,Socopa Corretora,VALE ON (VALE3),5.51
2020,06,202006,Terra Investimentos,B3 ON (B3SA3),20.94
2020,06,202006,Terra Investimentos,GERDAU PN (GGBR4),19.21
2020,06,202006,Terra Investimentos,JBS ON (JBSS3),-3.73
2020,06,202006,Terra Investimentos,MAGAZINE LUIZA ON (MGLU3),11.34
2020,06,202006,Terra Investimentos,PETROBRAS PN (PETR4),5.95
2020,06,202006,XP Investimentos,BRASIL ON (BBAS3),4.25
2020,06,202006,XP Investimentos,CESP PNB (CESP6),1.47
2020,06,202006,XP Investimentos,JBS ON (JBSS3),-3.73
2020,06,202006,XP Investimentos,VALE ON (VALE3),5.51
2020,06,202006,XP Investimentos,VIVARA S.A. ON (VIVA3),9.8
2020,05,202005,Ágora Investimentos,CESP PNB (CESP6),1.46
2020,05,202005,Ágora Investimentos,ITAU UNIBANCO PN (ITUB4),1.19
2020,05,202005,Ágora Investimentos,MAGAZINE LUIZA ON (MGLU3),29.48
2020,05,202005,Ágora Investimentos,MOVIDA ON (MOVI3),3.24
2020,05,202005,Ágora Investimentos,TOTVS ON (TOTS3),1.99
2020,05,202005,Ativa Investimentos,ENERGIAS BR ON (ENBR3),3.94
2020,05,202005,Ativa Investimentos,ITAU UNIBANCO PN (ITUB4),1.19
2020,05,202005,Ativa Investimentos,JBS ON (JBSS3),-7.84
2020,05,202005,Ativa Investimentos,LOJAS RENNER ON (LREN3),0.42
2020,05,202005,Ativa Investimentos,MOVIDA ON (MOVI3),3.24
2020,05,202005,BB Investimentos,COPEL PNB (CPLE6),16.36
2020,05,202005,BB Investimentos,MAGAZINE LUIZA ON (MGLU3),29.48
2020,05,202005,BB Investimentos,MARFRIG ON (MRFG3),1.48
2020,05,202005,BB Investimentos,SUZANO PAPEL ON (SUZB3),-3.93
2020,05,202005,BB Investimentos,VIA VAREJO ON (VVAR3),35.08
2020,05,202005,CM Capital Corretora 3,BRADESCO PN (BBDC4),-0.96
2020,05,202005,CM Capital Corretora 3,CYRELA REALT ON (CYRE3),6.54
2020,05,202005,CM Capital Corretora 3,JBS ON (JBSS3),-7.84
2020,05,202005,CM Capital Corretora 3,QUALICORP ON (QUAL3),-8.47
2020,05,202005,CM Capital Corretora 3,WEG ON (WEGE3),4.73
2020,05,202005,Elite Investimentos,B3 ON (B3SA3),18.56
2020,05,202005,Elite Investimentos,BRASIL ON (BBAS3),8.21
2020,05,202005,Elite Investimentos,MAGAZINE LUIZA ON (MGLU3),29.48
2020,05,202005,Elite Investimentos,RUMO ON (RAIL3),13.85
2020,05,202005,Elite Investimentos,TAESA UNIT (TAEE11),7.06
2020,05,202005,Genial Investimentos,BANCO BMG (BMGB4),-4.52
2020,05,202005,Genial Investimentos,INTER BANCO UNIT (BIDI11),22.09
2020,05,202005,Genial Investimentos,CENTAURO ON (CNTO3),-7.41
2020,05,202005,Genial Investimentos,ENEVA ON (ENEV3),6.14
2020,05,202005,Genial Investimentos,WEG ON (WEGE3),4.73
2020,05,202005,Guide Investimentos,BRADESCO PN (BBDC4),-0.96
2020,05,202005,Guide Investimentos,BRF S.A. ON (BRFS3),19.29
2020,05,202005,Guide Investimentos,VALE ON (VALE3),18.15
2020,05,202005,Guide Investimentos,VIA VAREJO ON (VVAR3),35.08
2020,05,202005,Guide Investimentos,WEG ON (WEGE3),4.73
2020,05,202005,Mirae Corretora,BRF S.A. ON (BRFS3),19.29
2020,05,202005,Mirae Corretora,P.ACUCAR - CBD ON (PCAR3),-4.05
2020,05,202005,Mirae Corretora,PETROBRAS PN (PETR4),12.69
2020,05,202005,Mirae Corretora,VALE ON (VALE3),18.15
2020,05,202005,Mirae Corretora,VIA VAREJO ON (VVAR3),35.08
2020,05,202005,Modalmais,CENTAURO ON (CNTO3),-7.41
2020,05,202005,Modalmais,COGNA ON (COGN3),-5.05
2020,05,202005,Modalmais,CYRELA REALT ON (CYRE3),6.54
2020,05,202005,Modalmais,LOCALIZA ON (RENT3),12.55
2020,05,202005,Modalmais,SAO MARTINHO ON (SMTO3),1.73
2020,05,202005,MyCAP Investimentos 3,BRASIL ON (BBAS3),8.21
2020,05,202005,MyCAP Investimentos 3,CEMIG PN (CMIG4),13.45
2020,05,202005,MyCAP Investimentos 3,MAGAZINE LUIZA ON (MGLU3),29.48
2020,05,202005,MyCAP Investimentos 3,PETROBRAS BR ON (BRDT3),10.8
2020,05,202005,MyCAP Investimentos 3,VALE ON (VALE3),18.15
2020,05,202005,Necton,B3 ON (B3SA3),18.56
2020,05,202005,Necton,BRADESCO PN (BBDC4),-0.96
2020,05,202005,Necton,JBS ON (JBSS3),-7.84
2020,05,202005,Necton,RAIADROGASIL ON (RADL3),4.45
2020,05,202005,Necton,VALE ON (VALE3),18.15
2020,05,202005,Nova Futura Investimentos,B3 ON (B3SA3),18.56
2020,05,202005,Nova Futura Investimentos,MARFRIG ON (MRFG3),1.48
2020,05,202005,Nova Futura Investimentos,PETROBRAS PN (PETR4),12.69
2020,05,202005,Nova Futura Investimentos,VALE ON (VALE3),18.15
2020,05,202005,Nova Futura Investimentos,VIA VAREJO ON (VVAR3),35.08
2020,05,202005,Planner Corretora,ENGIE BRASIL ON (EGIE3),8.41
2020,05,202005,Planner Corretora,MAGAZINE LUIZA ON (MGLU3),29.48
2020,05,202005,Planner Corretora,ODONTOPREV ON (ODPV3),-9.51
2020,05,202005,Planner Corretora,TAESA UNIT (TAEE11),7.06
2020,05,202005,Planner Corretora,TOTVS ON (TOTS3),1.99
2020,05,202005,Safra Corretora,B3 ON (B3SA3),18.56
2020,05,202005,Safra Corretora,BRASIL ON (BBAS3),8.21
2020,05,202005,Safra Corretora,HAPVIDA ON (HAPV3),4.61
2020,05,202005,Safra Corretora,IGUATEMI ON (IGTA3),-1.0
2020,05,202005,Safra Corretora,VALE ON (VALE3),18.15
2020,05,202005,Santander Corretora,BRADESCO PN (BBDC4),-0.96
2020,05,202005,Santander Corretora,HAPVIDA ON (HAPV3),4.61
2020,05,202005,Santander Corretora,JBS ON (JBSS3),-7.84
2020,05,202005,Santander Corretora,LOJAS RENNER ON (LREN3),0.42
2020,05,202005,Santander Corretora,MULTIPLAN ON (MULT3),-0.96
2020,05,202005,Socopa Corretora,BRADESCO PN (BBDC4),-0.96
2020,05,202005,Socopa Corretora,ENERGIAS BR ON (ENBR3),3.94
2020,05,202005,Socopa Corretora,HYPERA ON (HYPE3),10.8
2020,05,202005,Socopa Corretora,P.ACUCAR - CBD ON (PCAR3),-4.05
2020,05,202005,Socopa Corretora,VALE ON (VALE3),18.15
2020,05,202005,Terra Investimentos,B3 ON (B3SA3),18.56
2020,05,202005,Terra Investimentos,GERDAU PN (GGBR4),14.4
2020,05,202005,Terra Investimentos,JBS ON (JBSS3),-7.84
2020,05,202005,Terra Investimentos,MAGAZINE LUIZA ON (MGLU3),29.48
2020,05,202005,Terra Investimentos,PETROBRAS PN (PETR4),12.69
2020,05,202005,XP Investimentos,BRASIL ON (BBAS3),8.21
2020,05,202005,XP Investimentos,CESP PNB (CESP6),1.46
2020,05,202005,XP Investimentos,JBS ON (JBSS3),-7.84
2020,05,202005,XP Investimentos,P.ACUCAR - CBD ON (PCAR3),-4.05
2020,05,202005,XP Investimentos,VALE ON (VALE3),18.15
2020,04,202004,Ágora Investimentos,ITAU UNIBANCO PN (ITUB4),-1.39
2020,04,202004,Ágora Investimentos,SANEPAR UNIT (SAPR11),7.76
2020,04,202004,Ágora Investimentos,TAESA UNIT (TAEE11),6.47
2020,04,202004,Ágora Investimentos,TENDA ON (TEND3),12.71
2020,04,202004,Ágora Investimentos,TIM PART ON (TIMP3),2.57
2020,04,202004,Ativa Investimentos,CARREFOUR BR ON (CRFB3),-3.05
2020,04,202004,Ativa Investimentos,ENGIE BRASIL ON (EGIE3),0.51
2020,04,202004,Ativa Investimentos,LOCAMERICA ON (LCAM3),27.65
2020,04,202004,Ativa Investimentos,RAIADROGASIL ON (RADL3),2.94
2020,04,202004,Ativa Investimentos,TELEFONICA BRASIL PN (VIVT4),-7.54
2020,04,202004,BB Investimentos,COPEL PNB (CPLE6),1.68
2020,04,202004,BB Investimentos,MARFRIG ON (MRFG3),45.08
2020,04,202004,BB Investimentos,RUMO ON (RAIL3),0.71
2020,04,202004,BB Investimentos,SUZANO PAPEL ON (SUZB3),10.11
2020,04,202004,BB Investimentos,VALE ON (VALE3),3.79
2020,04,202004,CM Capital Corretora 3,BRADESCO PN (BBDC4),1.5
2020,04,202004,CM Capital Corretora 3,CARREFOUR BR ON (CRFB3),-3.05
2020,04,202004,CM Capital Corretora 3,INTERMEDICA ON (GNDI3),21.91
2020,04,202004,CM Capital Corretora 3,JBS ON (JBSS3),19.92
2020,04,202004,CM Capital Corretora 3,YDUQS PART ON (YDUQ3),39.48
2020,04,202004,Elite Investimentos,B3 ON (B3SA3),7.02
2020,04,202004,Elite Investimentos,BRASIL ON (BBAS3),2.19
