ano,mes,ano_mes,corretora,desempenho_mes,desempenho_ano
2017,07,201707,Citi Corretora,3.33,1.44
2017,07,201707,Genial Investimentos,4.43,24.15
2017,07,201707,Guide Investimentos,1.16,1.54
2017,07,201707,Planner Corretora,4.92,16.15
2017,07,201707,Rico Corretora,5.5,14.0
2017,07,201707,Santander Corretora,6.89,17.9
2017,07,201707,XP Investimentos,5.44,-1.78
2017,06,201706,Ágora Investimentos,-2.68,-6.01
2017,06,201706,Ativa Investimentos,0.27,6.75
2017,06,201706,BB Investimentos,-1.94,-1.42
2017,06,201706,Citi Corretora,0.18,-1.83
2017,06,201706,Genial Investimentos,-0.15,18.88
2017,06,201706,Guide Investimentos,-1.7,0.38
2017,06,201706,Planner Corretora,0.56,10.7
2017,06,201706,Rico Corretora,-1.13,8.06
2017,06,201706,Santander Corretora,3.7,10.3
2017,06,201706,XP Investimentos,-0.8,-6.85
2017,05,201705,Ágora Investimentos,-4.24,-3.43
2017,05,201705,Ativa Investimentos,-1.29,6.46
2017,05,201705,BB Investimentos,-1.54,0.53
2017,05,201705,Citi Corretora,-3.75,-2.01
2017,05,201705,Genial Investimentos,2.57,19.06
2017,05,201705,Guide Investimentos,-1.71,2.11
2017,05,201705,Planner Corretora,-2.57,10.09
2017,05,201705,Rico Corretora,-3.17,9.3
2017,05,201705,Santander Corretora,-5.83,6.36
2017,05,201705,XP Investimentos,-8.01,-6.1
2017,04,201704,Ágora Investimentos,-5.68,0.85
2017,04,201704,Ativa Investimentos,1.93,7.85
2017,04,201704,BB Investimentos,3.54,2.1
2017,04,201704,Citi Corretora,-1.06,1.81
2017,04,201704,Genial Investimentos,10.65,16.08
2017,04,201704,Guide Investimentos,-1.64,3.89
2017,04,201704,Planner Corretora,1.69,13.0
2017,04,201704,Rico Corretora,3.03,12.88
2017,04,201704,Santander Corretora,0.1,12.94
2017,04,201704,XP Investimentos,-1.98,2.08
2017,03,201703,Ágora Investimentos,-3.55,6.92
2017,03,201703,Ativa Investimentos,-5.8,5.81
2017,03,201703,BB Investimentos,-5.15,-1.39
2017,03,201703,Citi Corretora,-4.19,2.9
2017,03,201703,Genial Investimentos,-3.99,4.91
2017,03,201703,Guide Investimentos,-0.95,5.62
2017,03,201703,Planner Corretora,1.5,11.12
2017,03,201703,Rico Corretora,-1.13,9.56
2017,03,201703,Santander Corretora,-0.19,12.83
2017,03,201703,XP Investimentos,-3.19,4.14
2017,02,201702,Ágora Investimentos,5.89,10.86
2017,02,201702,Ativa Investimentos,5.79,12.33
2017,02,201702,BB Investimentos,2.79,3.96
2017,02,201702,Citi Corretora,2.27,7.4
2017,02,201702,Genial Investimentos,1.44,9.27
2017,02,201702,Guide Investimentos,7.03,6.64
2017,02,201702,Planner Corretora,2.98,9.48
2017,02,201702,Rico Corretora,3.73,10.81
2017,02,201702,Santander Corretora,4.19,13.04
2017,02,201702,XP Investimentos,2.08,7.57
2017,01,201701,Ágora Investimentos,4.7,4.7
2017,01,201701,Ativa Investimentos,6.18,6.18
2017,01,201701,BB Investimentos,1.15,1.15
2017,01,201701,Citi Corretora,5.02,5.02
2017,01,201701,Genial Investimentos,7.72,7.72
2017,01,201701,Guide Investimentos,-0.37,-0.37
2017,01,201701,Planner Corretora,6.31,6.31
2017,01,201701,Rico Corretora,6.83,6.83
2017,01,201701,Santander Corretora,8.5,8.5
2017,01,201701,XP Investimentos,5.38,5.38
2016,12,201612,Ágora Investimentos,-1.04,48.39
2016,12,201612,Ativa Investimentos,-5.87,19.86
2016,12,201612,BB Investimentos,-1.06,46.4
2016,12,201612,Citi Corretora,-4.73,24.82
2016,12,201612,Genial Investimentos,-1.51,-9.82
2016,12,201612,Guide Investimentos,-1.12,30.74
2016,12,201612,Planner Corretora,-1.8,-2.55
2016,12,201612,Rico Corretora,-1.82,20.93
2016,12,201612,Santander Corretora,-0.15,43.36
2016,12,201612,XP Investimentos,-7.13,37.23
2016,11,201611,Ágora Investimentos,-10.11,49.94
2016,11,201611,Ativa Investimentos,-2.19,27.34
2016,11,201611,BB Investimentos,3.85,47.97
2016,11,201611,Citi Corretora,-5.11,31.02
2016,11,201611,Genial Investimentos,-10.34,-8.44
2016,11,201611,Guide Investimentos,-4.27,32.22
2016,11,201611,Planner Corretora,-8.85,-0.76
2016,11,201611,Rico Corretora,-10.66,23.17
2016,11,201611,Santander Corretora,-10.62,43.57
2016,11,201611,XP Investimentos,-2.62,47.76
2016,10,201610,Ágora Investimentos,17.36,66.81
2016,10,201610,Ativa Investimentos,18.76,30.18
2016,10,201610,BB Investimentos,21.91,42.49
2016,10,201610,Citi Corretora,10.04,38.08
2016,10,201610,Genial Investimentos,7.03,2.12
2016,10,201610,Guide Investimentos,7.38,38.12
2016,10,201610,Planner Corretora,0.74,8.88
2016,10,201610,Rico Corretora,11.4,37.87
2016,10,201610,Santander Corretora,18.11,60.63
2016,10,201610,XP Investimentos,17.18,51.73
2016,09,201609,Ágora Investimentos,2.68,42.13
2016,09,201609,Ativa Investimentos,2.62,9.62
2016,09,201609,BB Investimentos,3.43,16.89
2016,09,201609,Citi Corretora,-1.89,25.48
2016,09,201609,Genial Investimentos,1.91,-4.59
2016,09,201609,Guide Investimentos,0.44,28.62
2016,09,201609,Planner Corretora,-1.15,8.07
2016,09,201609,Rico Corretora,1.67,23.76
2016,09,201609,Santander Corretora,0.18,36.0
2016,09,201609,XP Investimentos,0.95,29.49
2016,08,201608,Ágora Investimentos,-3.89,38.42
2016,08,201608,Ativa Investimentos,-1.29,6.83
2016,08,201608,BB Investimentos,-4.23,13.01
2016,08,201608,Citi Corretora,5.7,27.9
2016,08,201608,Genial Investimentos,-2.39,-6.38
2016,08,201608,Guide Investimentos,3.4,28.06
2016,08,201608,Planner Corretora,2.82,9.33
2016,08,201608,Rico Corretora,-1.62,21.73
2016,08,201608,Santander Corretora,2.64,35.76
2016,08,201608,XP Investimentos,7.26,28.27
2016,07,201607,Ágora Investimentos,12.1,44.02
2016,07,201607,Ativa Investimentos,7.89,8.22
2016,07,201607,BB Investimentos,10.02,18.0
2016,07,201607,Citi Corretora,11.83,21.0
2016,07,201607,Genial Investimentos,4.73,-4.09
2016,07,201607,Guide Investimentos,9.83,23.85
2016,07,201607,Planner Corretora,6.91,6.33
2016,07,201607,Rico Corretora,9.66,23.74
2016,07,201607,Santander Corretora,15.76,32.27
2016,07,201607,XP Investimentos,8.43,19.59
2016,06,201606,Ágora Investimentos,10.72,28.47
2016,06,201606,Ativa Investimentos,6.32,0.31
2016,06,201606,BB Investimentos,-7.52,7.25
2016,06,201606,Citi Corretora,3.0,8.2
2016,06,201606,Genial Investimentos,-0.18,-8.42
2016,06,201606,Guide Investimentos,-4.08,12.76
2016,06,201606,Planner Corretora,1.08,-0.54
2016,06,201606,Rico Corretora,3.73,12.83
2016,06,201606,Santander Corretora,14.3,14.26
2016,06,201606,XP Investimentos,8.18,10.29
2016,05,201605,Ágora Investimentos,-5.37,16.03
2016,05,201605,Ativa Investimentos,-6.17,-5.65
2016,05,201605,BB Investimentos,-13.38,15.98
2016,05,201605,Citi Corretora,-1.64,5.04
2016,05,201605,Genial Investimentos,-17.34,-8.25
2016,05,201605,Guide Investimentos,2.48,17.57
2016,05,201605,Planner Corretora,-8.95,-1.6
2016,05,201605,Rico Corretora,-4.35,8.78
2016,05,201605,Santander Corretora,-6.23,-0.03
2016,05,201605,XP Investimentos,-4.46,1.95
2016,04,201604,Ágora Investimentos,5.39,22.61
2016,04,201604,Ativa Investimentos,4.76,0.56
2016,04,201604,BB Investimentos,16.09,33.89
2016,04,201604,Citi Corretora,4.7,6.79
2016,04,201604,Genial Investimentos,4.91,11.0
2016,04,201604,Guide Investimentos,7.64,14.72
2016,04,201604,Planner Corretora,-0.94,8.07
2016,04,201604,Rico Corretora,6.69,13.73
2016,04,201604,Santander Corretora,8.19,6.61
2016,04,201604,XP Investimentos,4.53,6.7
2016,03,201603,Ágora Investimentos,10.5,16.34
2016,03,201603,Ativa Investimentos,-3.57,-4.01
2016,03,201603,BB Investimentos,13.99,15.33
2016,03,201603,Citi Corretora,8.58,2.0
2016,03,201603,Genial Investimentos,9.91,5.81
2016,03,201603,Guide Investimentos,6.06,6.58
2016,03,201603,Planner Corretora,8.45,9.1
2016,03,201603,Rico Corretora,5.76,6.6
2016,03,201603,Santander Corretora,1.41,-1.46
2016,03,201603,XP Investimentos,8.96,2.08
2016,02,201602,Ágora Investimentos,8.42,5.29
2016,02,201602,Ativa Investimentos,2.83,-0.46
2016,02,201602,BB Investimentos,6.68,1.18
2016,02,201602,Citi Corretora,-1.11,-6.07
2016,02,201602,Genial Investimentos,0.01,-3.74
2016,02,201602,Guide Investimentos,1.76,0.49
2016,02,201602,Planner Corretora,1.94,0.61
2016,02,201602,Rico Corretora,4.22,0.79
2016,02,201602,Santander Corretora,1.5,-2.83
2016,02,201602,XP Investimentos,0.77,-6.32
2016,01,201601,Ágora Investimentos,-2.89,-2.89
2016,01,201601,Ativa Investimentos,-3.2,-3.2
2016,01,201601,BB Investimentos,-5.16,-5.16
2016,01,201601,Citi Corretora,-5.01,-5.01
2016,01,201601,Genial Investimentos,-3.75,-3.75
2016,01,201601,Guide Investimentos,-1.25,-1.25
2016,01,201601,Planner Corretora,-1.3,-1.3
2016,01,201601,Rico Corretora,-3.29,-3.29
2016,01,201601,Santander Corretora,-4.27,-4.27
2016,01,201601,XP Investimentos,-7.04,-7.04
2015,12,201512,Ágora Investimentos,-7.35,-18.44
2015,12,201512,Ativa Investimentos,-3.76,5.13
2015,12,201512,BB Investimentos,-8.94,-10.78
2015,12,201512,Citi Corretora,-2.71,7.39
2015,12,201512,Genial Investimentos,-2.07,-3.85
2015,12,201512,Guide Investimentos,2.09,8.76
2015,12,201512,Planner Corretora,-2.76,-11.51
2015,12,201512,Rico Corretora,-2.66,6.32
2015,12,201512,Santander Corretora,-3.01,-5.12
2015,12,201512,XP Investimentos,-2.77,-8.74
2015,11,201511,Ágora Investimentos,3.17,-11.96
2015,11,201511,Ativa Investimentos,4.42,9.24
2015,11,201511,BB Investimentos,6.1,-2.02
2015,11,201511,Citi Corretora,1.89,10.38
2015,11,201511,Genial Investimentos,1.89,-1.81
2015,11,201511,Guide Investimentos,5.54,6.53
2015,11,201511,Planner Corretora,-4.01,-9.0
2015,11,201511,Rico Corretora,-1.2,9.23
2015,11,201511,Santander Corretora,1.62,-2.18
2015,11,201511,XP Investimentos,1.96,-6.14
2015,10,201510,Ágora Investimentos,8.22,-14.67
2015,10,201510,Ativa Investimentos,-3.75,4.62
2015,10,201510,BB Investimentos,-2.37,-7.65
2015,10,201510,Citi Corretora,-0.35,8.34
2015,10,201510,Genial Investimentos,0.81,-3.63
2015,10,201510,Guide Investimentos,-3.41,0.93
2015,10,201510,Planner Corretora,1.43,-5.2
2015,10,201510,Rico Corretora,6.44,10.56
2015,10,201510,Santander Corretora,-1.68,-3.74
2015,10,201510,XP Investimentos,4.13,-7.94
2015,09,201509,Ágora Investimentos,-4.34,-21.15
2015,09,201509,Ativa Investimentos,1.08,8.69
2015,09,201509,BB Investimentos,2.91,-5.4
2015,09,201509,Citi Corretora,1.36,8.72
2015,09,201509,Genial Investimentos,-3.64,-4.4
2015,09,201509,Guide Investimentos,0.39,4.5
2015,09,201509,Planner Corretora,-1.47,-6.53
2015,09,201509,Rico Corretora,1.06,3.87
2015,09,201509,Santander Corretora,-0.03,-2.09
2015,09,201509,XP Investimentos,-3.76,-11.6
2015,08,201508,Ágora Investimentos,-8.86,-17.57
2015,08,201508,Ativa Investimentos,-3.79,7.52
2015,08,201508,BB Investimentos,-12.5,-8.08
2015,08,201508,Citi Corretora,-4.39,7.26
2015,08,201508,Genial Investimentos,-7.54,-0.79
2015,08,201508,Guide Investimentos,-8.2,4.1
2015,08,201508,Planner Corretora,-6.44,-5.14
2015,08,201508,Rico Corretora,-6.62,2.78
2015,08,201508,Santander Corretora,-6.43,-2.07
2015,08,201508,XP Investimentos,-7.14,-8.15
2015,07,201507,Ágora Investimentos,-0.54,-9.56
2015,07,201507,Ativa Investimentos,-0.76,11.76
2015,07,201507,BB Investimentos,-4.46,5.05
2015,07,201507,Citi Corretora,-2.05,12.18
2015,07,201507,Genial Investimentos,1.91,7.31
2015,07,201507,Guide Investimentos,3.77,13.4
2015,07,201507,Planner Corretora,-2.6,1.4
2015,07,201507,Rico Corretora,1.98,10.07
2015,07,201507,Santander Corretora,0.1,4.67
2015,07,201507,XP Investimentos,-5.33,-1.08
2015,06,201506,Ágora Investimentos,0.87,-9.07
2015,06,201506,Ativa Investimentos,-0.13,12.62
2015,06,201506,BB Investimentos,4.1,9.96
2015,06,201506,Citi Corretora,2.52,14.53
2015,06,201506,Genial Investimentos,2.99,5.3
2015,06,201506,Guide Investimentos,-1.03,9.27
2015,06,201506,Planner Corretora,1.41,4.1
2015,06,201506,Rico Corretora,-1.14,7.94
2015,06,201506,Santander Corretora,4.97,4.56
2015,06,201506,Souza Barros CCT,0.32,21.85
2015,06,201506,XP Investimentos,2.88,4.49
2015,05,201505,Ágora Investimentos,-5.6,-9.85
2015,05,201505,Ativa Investimentos,-0.97,12.76
2015,05,201505,BB Investimentos,-2.94,5.62
2015,05,201505,Citi Corretora,-1.34,11.72
2015,05,201505,Genial Investimentos,-5.36,2.24
2015,05,201505,Guide Investimentos,-4.43,10.41
2015,05,201505,Planner Corretora,-3.59,2.65
2015,05,201505,Rico Corretora,-3.97,9.19
2015,05,201505,Santander Corretora,-1.9,-0.39
2015,05,201505,Souza Barros CCT,-1.65,21.45
2015,05,201505,XP Investimentos,-5.78,1.56
2015,04,201504,Ágora Investimentos,5.62,-4.51
2015,04,201504,Ativa Investimentos,8.13,13.86
2015,04,201504,BB Investimentos,5.56,8.82
2015,04,201504,Citi Corretora,5.16,13.23
2015,04,201504,Genial Investimentos,6.76,8.03
2015,04,201504,Guide Investimentos,6.39,15.53
2015,04,201504,Planner Corretora,1.68,6.47
2015,04,201504,Rico Corretora,8.94,13.7
2015,04,201504,Santander Corretora,9.43,1.55
2015,04,201504,Souza Barros CCT,10.62,23.49
2015,04,201504,XP Investimentos,6.11,7.79
2015,03,201503,Ágora Investimentos,-1.52,-9.6
2015,03,201503,Ativa Investimentos,3.47,5.3
2015,03,201503,BB Investimentos,4.98,3.09
2015,03,201503,Citi Corretora,3.49,7.67
2015,03,201503,Genial Investimentos,-3.4,1.19
2015,03,201503,Guide Investimentos,2.54,8.58
2015,03,201503,Planner Corretora,0.63,4.72
2015,03,201503,Rico Corretora,2.64,4.36
2015,03,201503,Santander Corretora,-0.42,-7.2
2015,03,201503,Souza Barros CCT,5.12,11.63
2015,03,201503,XP Investimentos,4.57,1.59
2015,02,201502,Ágora Investimentos,-2.49,-8.2
2015,02,201502,Ativa Investimentos,8.72,1.77
2015,02,201502,BB Investimentos,8.91,-1.8
2015,02,201502,Citi Corretora,9.34,4.04
2015,02,201502,Genial Investimentos,17.32,4.76
2015,02,201502,Guide Investimentos,10.33,5.89
2015,02,201502,Planner Corretora,7.51,4.07
2015,02,201502,Rico Corretora,8.28,1.67
2015,02,201502,Santander Corretora,6.72,-6.81
2015,02,201502,Souza Barros CCT,11.08,6.2
2015,02,201502,XP Investimentos,4.38,-2.86
2015,01,201501,Ágora Investimentos,-5.85,-5.85
2015,01,201501,Ativa Investimentos,-6.39,-6.39
2015,01,201501,BB Investimentos,-9.84,-9.84
2015,01,201501,Citi Corretora,-4.85,-4.85
2015,01,201501,Genial Investimentos,-10.71,-10.71
2015,01,201501,Guide Investimentos,-4.02,-4.02
2015,01,201501,Planner Corretora,-3.2,-3.2
2015,01,201501,Rico Corretora,-6.1,-6.1
2015,01,201501,Santander Corretora,-12.68,-12.68
2015,01,201501,Souza Barros CCT,-4.4,-4.4
2015,01,201501,XP Investimentos,-6.94,-6.94
2014,12,201412,Ágora Investimentos,-4.57,9.93
2014,12,201412,Ativa Investimentos,-10.88,-8.61
2014,12,201412,BB Investimentos,-2.75,-16.69
2014,12,201412,Citi Corretora,-6.47,-7.12
2014,12,201412,Genial Investimentos,-5.94,26.42
2014,12,201412,Guide Investimentos,-10.69,-22.18
2014,12,201412,Planner Corretora,-5.75,-9.67
2014,12,201412,Rico Corretora,-3.86,-10.85
2014,12,201412,Santander Corretora,-4.47,5.2
2014,12,201412,Souza Barros CCT,-5.3,9.78
2014,12,201412,Votorantim Corretora,-11.41,-11.3
2014,12,201412,XP Investimentos,-8.8,-1.21
2014,11,201411,Ágora Investimentos,3.04,15.2
2014,11,201411,Ativa Investimentos,-1.77,2.54
2014,11,201411,BB Investimentos,-1.41,-14.33
2014,11,201411,Citi Corretora,4.28,-0.69
2014,11,201411,Genial Investimentos,3.33,34.4
2014,11,201411,Guide Investimentos,-4.41,-12.87
2014,11,201411,Planner Corretora,-2.1,-4.16
2014,11,201411,Rico Corretora,3.56,-7.27
2014,11,201411,Santander Corretora,4.3,10.12
2014,11,201411,Souza Barros CCT,0.8,15.93
2014,11,201411,Votorantim Corretora,0.39,0.12
2014,11,201411,XP Investimentos,2.07,8.32
2014,10,201410,Ágora Investimentos,1.28,11.8
2014,10,201410,Ativa Investimentos,4.3,4.39
2014,10,201410,BB Investimentos,-1.77,-13.11
2014,10,201410,Citi Corretora,3.97,-4.77
2014,10,201410,Genial Investimentos,5.18,30.07
2014,10,201410,Guide Investimentos,2.0,-8.85
2014,10,201410,Planner Corretora,-0.18,-2.1
2014,10,201410,Rico Corretora,0.07,-10.46
2014,10,201410,Santander Corretora,3.45,5.58
2014,10,201410,Souza Barros CCT,4.32,15.01
2014,10,201410,Votorantim Corretora,5.82,-0.27
2014,10,201410,XP Investimentos,5.57,6.12
2014,09,201409,Ágora Investimentos,-5.76,10.39
2014,09,201409,Ativa Investimentos,-9.05,0.09
2014,09,201409,BB Investimentos,-12.81,-11.54
2014,09,201409,Citi Corretora,-9.58,-8.4
2014,09,201409,Genial Investimentos,-9.51,23.66
2014,09,201409,Guide Investimentos,-3.25,-10.64
2014,09,201409,Planner Corretora,-2.23,-1.93
2014,09,201409,Rico Corretora,-12.9,-10.52
2014,09,201409,Santander Corretora,-16.44,2.06
2014,09,201409,Souza Barros CCT,-10.91,10.24
2014,09,201409,Votorantim Corretora,-14.92,-5.75
2014,09,201409,XP Investimentos,-12.62,0.52
2014,08,201408,Ágora Investimentos,8.34,17.13
2014,08,201408,Ativa Investimentos,10.68,10.05
2014,08,201408,BB Investimentos,8.64,1.45
2014,08,201408,Citi Corretora,7.7,1.3
2014,08,201408,Genial Investimentos,7.13,36.66
2014,08,201408,Guide Investimentos,1.82,-7.63
2014,08,201408,Planner Corretora,5.84,0.31
2014,08,201408,Rico Corretora,4.97,2.73
2014,08,201408,Santander Corretora,11.21,22.14
2014,08,201408,Souza Barros CCT,12.14,23.75
2014,08,201408,Votorantim Corretora,13.13,10.78
2014,08,201408,XP Investimentos,9.82,15.04
2014,07,201407,Ágora Investimentos,-1.99,8.12
2014,07,201407,Ativa Investimentos,-1.5,-0.57
2014,07,201407,BB Investimentos,-7.13,-6.62
2014,07,201407,Citi Corretora,0.3,-5.94
2014,07,201407,Genial Investimentos,1.09,27.57
2014,07,201407,Guide Investimentos,3.1,-9.28
2014,07,201407,Planner Corretora,0.98,-5.23
2014,07,201407,Rico Corretora,1.92,-2.14
2014,07,201407,Santander Corretora,-1.2,9.83
2014,07,201407,Souza Barros CCT,1.25,10.35
2014,07,201407,Votorantim Corretora,1.5,-2.08
2014,07,201407,XP Investimentos,2.35,4.76
2014,06,201406,Ágora Investimentos,7.33,10.31
2014,06,201406,Ativa Investimentos,7.17,0.94
2014,06,201406,BB Investimentos,7.94,0.55
2014,06,201406,Citi Corretora,1.81,-6.22
2014,06,201406,Genial Investimentos,8.42,26.19
2014,06,201406,Guide Investimentos,0.38,-12.01
2014,06,201406,Planner Corretora,2.0,-6.15
2014,06,201406,Rico Corretora,3.65,-3.98
2014,06,201406,Santander Corretora,6.44,11.17
2014,06,201406,Souza Barros CCT,7.06,8.99
2014,06,201406,Votorantim Corretora,3.62,-3.53
2014,06,201406,XP Investimentos,4.43,2.35
2014,05,201405,Ágora Investimentos,2.87,2.78
2014,05,201405,Ativa Investimentos,1.0,-5.81
2014,05,201405,BB Investimentos,5.16,-6.84
2014,05,201405,Citi Corretora,0.09,-7.89
2014,05,201405,Genial Investimentos,4.52,16.39
2014,05,201405,Guide Investimentos,1.51,-12.34
2014,05,201405,Planner Corretora,-0.16,-7.99
2014,05,201405,Rico Corretora,-0.2,-7.36
2014,05,201405,Santander Corretora,8.71,4.44
2014,05,201405,Souza Barros CCT,-1.16,1.8
2014,05,201405,Votorantim Corretora,-1.16,-6.9
2014,05,201405,XP Investimentos,-1.06,-1.99
2014,04,201404,Ágora Investimentos,2.44,-0.09
2014,04,201404,Ativa Investimentos,-2.49,-6.74
2014,04,201404,BB Investimentos,1.39,-11.41
2014,04,201404,Citi Corretora,0.78,-7.97
2014,04,201404,Genial Investimentos,3.92,11.36
2014,04,201404,Guide Investimentos,-3.92,-13.65
2014,04,201404,Planner Corretora,0.78,-7.84
2014,04,201404,Rico Corretora,1.66,-7.18
2014,04,201404,Santander Corretora,1.38,-3.93
2014,04,201404,Souza Barros CCT,6.82,2.99
2014,04,201404,Votorantim Corretora,4.77,-5.8
2014,04,201404,XP Investimentos,0.37,-0.94
2014,03,201403,Ágora Investimentos,4.03,-2.47
2014,03,201403,Ativa Investimentos,3.51,-4.36
2014,03,201403,BB Investimentos,1.19,-12.63
2014,03,201403,Citi Corretora,5.88,-8.69
2014,03,201403,Genial Investimentos,10.42,7.16
2014,03,201403,Guide Investimentos,1.21,-10.13
2014,03,201403,Planner Corretora,3.73,-8.55
2014,03,201403,Rico Corretora,1.5,-8.69
2014,03,201403,Santander Corretora,5.61,-5.24
2014,03,201403,Souza Barros CCT,7.86,-3.58
2014,03,201403,Votorantim Corretora,4.48,-10.09
2014,03,201403,XP Investimentos,5.91,-1.31
2014,02,201402,Ágora Investimentos,0.11,-6.25
2014,02,201402,Ativa Investimentos,-0.47,-7.61
2014,02,201402,BB Investimentos,-3.72,-13.66
2014,02,201402,Citi Corretora,-6.4,-13.76
2014,02,201402,Genial Investimentos,3.14,-2.96
2014,02,201402,Guide Investimentos,-3.74,-11.2
2014,02,201402,Planner Corretora,-2.64,-11.84
2014,02,201402,Rico Corretora,-1.92,-10.04
2014,02,201402,Santander Corretora,0.82,-10.27
2014,02,201402,Souza Barros CCT,-3.9,-10.61
2014,02,201402,Votorantim Corretora,-6.84,-13.95
2014,02,201402,XP Investimentos,2.38,-6.81
2014,01,201401,Ágora Investimentos,-6.35,-6.35
2014,01,201401,Ativa Investimentos,-7.17,-7.17
2014,01,201401,BB Investimentos,-10.32,-10.32
2014,01,201401,BTG Pactual,-3.91,-3.91
2014,01,201401,Citi Corretora,-7.86,-7.86
2014,01,201401,Genial Investimentos,-5.91,-5.91
2014,01,201401,Guide Investimentos,-7.75,-7.75
2014,01,201401,Planner Corretora,-9.45,-9.45
2014,01,201401,Rico Corretora,-8.28,-8.28
2014,01,201401,Santander Corretora,-11.0,-11.0
2014,01,201401,Souza Barros CCT,-6.98,-6.98
2014,01,201401,Votorantim Corretora,-7.63,-7.63
2014,01,201401,XP Investimentos,-8.98,-8.98
2013,12,201312,Ágora Investimentos,-3.72,14.09
2013,12,201312,Ativa Investimentos,0.34,-8.34
2013,12,201312,Citi Corretora,-2.0,8.18
2013,12,201312,Genial Investimentos,-3.19,14.43
2013,12,201312,Guide Investimentos,-2.3,-4.6
2013,12,201312,Planner Corretora,-4.24,-13.78
2013,12,201312,Rico Corretora,-3.35,8.32
2013,12,201312,Santander Corretora,1.8,17.63
2013,12,201312,Souza Barros CCT,-3.95,-4.57
2013,12,201312,XP Investimentos,-1.51,-5.74
2013,11,201311,Ágora Investimentos,-2.6,18.5
2013,11,201311,Ativa Investimentos,-5.87,-8.65
2013,11,201311,Citi Corretora,-1.69,10.39
2013,11,201311,Genial Investimentos,3.36,18.2
2013,11,201311,Guide Investimentos,-2.56,-2.35
2013,11,201311,Planner Corretora,-1.77,-9.97
2013,11,201311,Rico Corretora,1.0,12.08
2013,11,201311,Santander Corretora,1.33,15.55
2013,11,201311,Souza Barros CCT,-1.89,-0.64
2013,11,201311,XP Investimentos,-1.17,-4.29
2013,10,201310,Ágora Investimentos,9.11,21.67
2013,10,201310,Ativa Investimentos,4.17,-2.96
2013,10,201310,Citi Corretora,7.07,12.29
2013,10,201310,Genial Investimentos,4.25,14.36
2013,10,201310,Guide Investimentos,5.02,0.21
2013,10,201310,Planner Corretora,0.47,-8.34
2013,10,201310,Rico Corretora,3.58,10.97
2013,10,201310,Santander Corretora,3.37,14.03
2013,10,201310,Souza Barros CCT,5.45,1.27
2013,10,201310,XP Investimentos,3.26,-3.16
2013,09,201309,Ágora Investimentos,3.74,11.51
2013,09,201309,Ativa Investimentos,3.3,-6.84
2013,09,201309,Citi Corretora,0.25,4.87
2013,09,201309,Genial Investimentos,3.69,9.7
2013,09,201309,Guide Investimentos,3.78,-4.58
2013,09,201309,Planner Corretora,5.56,-8.77
2013,09,201309,Rico Corretora,6.54,7.13
2013,09,201309,Santander Corretora,0.46,10.31
2013,09,201309,Souza Barros CCT,3.37,-3.96
2013,09,201309,XP Investimentos,3.98,-6.21
2013,08,201308,Ágora Investimentos,0.96,7.49
2013,08,201308,Ativa Investimentos,3.7,-9.82
2013,08,201308,Citi Corretora,6.24,4.61
2013,08,201308,Genial Investimentos,0.18,5.8
2013,08,201308,Guide Investimentos,2.59,-8.05
2013,08,201308,Planner Corretora,-0.69,-13.58
2013,08,201308,Rico Corretora,2.62,0.56
2013,08,201308,Santander Corretora,2.9,9.81
2013,08,201308,Souza Barros CCT,-0.19,-7.09
2013,08,201308,XP Investimentos,-3.14,-9.8
2013,07,201307,Ágora Investimentos,5.79,6.47
2013,07,201307,Ativa Investimentos,2.02,-13.04
2013,07,201307,Citi Corretora,5.0,-1.53
2013,07,201307,Genial Investimentos,3.52,5.61
2013,07,201307,Guide Investimentos,4.32,-10.38
2013,07,201307,Planner Corretora,4.07,-12.98
2013,07,201307,Rico Corretora,3.18,-2.01
2013,07,201307,Santander Corretora,3.16,6.71
2013,07,201307,Souza Barros CCT,5.87,-6.91
2013,07,201307,XP Investimentos,2.69,-6.88
2013,06,201306,Ágora Investimentos,-10.67,0.64
2013,06,201306,Ativa Investimentos,-9.4,-14.76
2013,06,201306,Citi Corretora,-10.05,-6.22
2013,06,201306,Genial Investimentos,-5.14,2.02
2013,06,201306,Guide Investimentos,-5.94,-14.09
2013,06,201306,Planner Corretora,-10.38,-16.38
2013,06,201306,Rico Corretora,-6.26,-5.03
2013,06,201306,Santander Corretora,-6.22,3.44
2013,06,201306,Souza Barros CCT,-6.92,-12.08
2013,06,201306,XP Investimentos,-9.42,-9.32
2013,05,201305,Ágora Investimentos,1.08,12.66
2013,05,201305,Ativa Investimentos,-2.6,-5.91
2013,05,201305,Citi Corretora,0.16,4.26
2013,05,201305,Genial Investimentos,4.46,7.54
2013,05,201305,Guide Investimentos,-0.55,-8.66
2013,05,201305,Planner Corretora,0.7,-6.7
2013,05,201305,Rico Corretora,0.45,1.31
2013,05,201305,Santander Corretora,3.64,10.3
2013,05,201305,Souza Barros CCT,-1.44,-5.54
2013,05,201305,XP Investimentos,-0.66,0.11
2013,04,201304,Ágora Investimentos,5.83,11.46
2013,04,201304,Ativa Investimentos,1.22,-3.4
2013,04,201304,Citi Corretora,-1.0,4.09
2013,04,201304,Genial Investimentos,3.19,2.95
2013,04,201304,Guide Investimentos,1.57,-8.16
2013,04,201304,Planner Corretora,-0.84,-7.34
2013,04,201304,Rico Corretora,1.89,0.86
2013,04,201304,Santander Corretora,4.18,6.43
