ano,mes,ano_mes,corretora,descricao
2013,05,201305,Ágora Investimentos,"Saem: Alpargatas PN, Direcional ON"
2013,05,201305,Ativa Investimentos,Entram: —
2013,05,201305,Ativa Investimentos,Saem: Anhanguera ON
2013,05,201305,Citi Corretora,"Entram: Petrobras PN, Cosan ON, Lopes Brasil ON, Tractebel ON"
2013,05,201305,Citi Corretora,"Saem: CCR ON, Even ON, TIM Part. ON, BRF ON"
2013,05,201305,Genial Investimentos,Entram: Randon Part. PN
2013,05,201305,Genial Investimentos,Saem: Lojas Renner ON
2013,05,201305,Guide Investimentos,"Entram: Banco do Brasil ON, Iochpe-Maxion ON, Minerva ON, BR Malls Part. ON"
2013,05,201305,Guide Investimentos,"Saem: Anhanguera ON, Randon Part. PN, Bradesco PN, Duratex ON"
2013,05,201305,Planner Corretora,"Entram: Itaú Unibanco PN, Aliansce ON"
2013,05,201305,Planner Corretora,"Saem: São Martinho ON, Souza Cruz ON"
2013,05,201305,Rico Corretora,"Entram: Ambev PN, Suzano Papel PNA"
2013,05,201305,Rico Corretora,"Saem: Kroton ON, Eztec ON"
2013,05,201305,Santander Corretora,"Entram: Itaúsa PN, Eztec ON"
2013,05,201305,Santander Corretora,"Saem: Even ON, Randon Part. PN"
2013,05,201305,Souza Barros CCT,"Entram: BRF ON, Cielo ON"
2013,05,201305,Souza Barros CCT,"Saem: Itaú Unibanco PN, Oi PN"
2013,05,201305,XP Investimentos,"Entram: Itaú Unibanco PN, Petrobras PN, Valid ON"
2013,05,201305,XP Investimentos,"Saem: PDG Realty ON, Forjas Taurus PN, BM&FBovespa ON"
2013,06,201306,Ágora Investimentos,"Entram: JHSF Part. ON, Tegma ON, BR Properties ON"
2013,06,201306,Ágora Investimentos,"Saem: Raia Drogasil ON, Gerdau PN, Estácio Part. ON"
2013,06,201306,Ativa Investimentos,"Entram: Equatorial ON, Pão de Açúcar PN, Mills ON"
2013,06,201306,Ativa Investimentos,"Saem: Lojas Renner ON, Klabin PN,"
2013,06,201306,Citi Corretora,Entram: Even ON
2013,06,201306,Citi Corretora,Saem: Lopes Brasil ON
2013,06,201306,Genial Investimentos,Entram: Dufry AG ON
2013,06,201306,Genial Investimentos,Saem: Cielo ON
2013,06,201306,Guide Investimentos,"Entram: Souza Cruz ON, Gerdau PN, CCR ON, BR Properties ON"
2013,06,201306,Guide Investimentos,"Saem: Banco do Brasil ON, Iochpe-Maxion ON, Dasa ON, BR Malls Part. ON"
2013,06,201306,Planner Corretora,"Entram: Duratex ON, Copasa ON, Multiplan ON, Souza Cruz ON"
2013,06,201306,Planner Corretora,"Saem: Itaú Unibanco PN, Aliansce ON, BR Properties ON, Taesa UNIT"
2013,06,201306,Rico Corretora,"Entram: Bradesco PN, Grendene ON, Minerva ON"
2013,06,201306,Rico Corretora,"Saem: Ambev PN, Itaú Unibanco PN, Suzano Papel PNA"
2013,06,201306,Santander Corretora,"Entram: BRF ON, Iochpe-Maxion ON"
2013,06,201306,Santander Corretora,"Saem: Pão de Açúcar PN, Cosan ON"
2013,06,201306,Souza Barros CCT,"Entram: Hypermarcas ON, M. Dias Branco ON"
2013,06,201306,Souza Barros CCT,"Saem: Arteris ON, Cielo ON"
2013,06,201306,XP Investimentos,"Entram: BB Seguridade ON, Forjas Taurus PN"
2013,06,201306,XP Investimentos,"Saem: Valid ON, Grazziotin PN"
2013,07,201307,Ágora Investimentos,"Entram: BB Seguridade ON, Qualicorp ON, Gerdau PN, Estácio Part. ON"
2013,07,201307,Ágora Investimentos,"Saem: Hypermarcas ON, JHSF Part. ON, Tegma ON, BR Properties ON"
2013,07,201307,Ativa Investimentos,"Entram: BR Properties ON, Iochpe-Maxion ON"
2013,07,201307,Ativa Investimentos,"Saem: Itaú Unibanco PN, Mills ON"
2013,07,201307,Citi Corretora,"Entram: Ambev PN, Gerdau PN"
2013,07,201307,Citi Corretora,"Saem: Petrobras PN, Even ON"
2013,07,201307,Genial Investimentos,Entram: Cielo ON
2013,07,201307,Genial Investimentos,Saem: Randon Part. PN
2013,07,201307,Guide Investimentos,"Entram: Kroton ON, Bradesco PN"
2013,07,201307,Guide Investimentos,"Saem: CCR ON, Minerva ON, BR Properties ON"
2013,07,201307,Planner Corretora,"Entram: Gerdau PN, Bradesco PN, Tractebel ON"
2013,07,201307,Planner Corretora,"Saem: Copasa ON, Multiplan ON, Totvs ON"
2013,07,201307,Rico Corretora,"Entram: Kroton ON, Itaú Unibanco PN, Hypermarcas ON"
2013,07,201307,Rico Corretora,"Saem: Grendene ON, Minerva ON, Vale PNA"
2013,07,201307,Santander Corretora,"Entram: Marcopolo PN, Braskem PNA"
2013,07,201307,Santander Corretora,"Saem: Iochpe-Maxion ON, Eztec ON"
2013,07,201307,Souza Barros CCT,Entram: —
2013,07,201307,Souza Barros CCT,Saem: —
2013,07,201307,XP Investimentos,"Entram: Arteris ON, Cemig PN"
2013,07,201307,XP Investimentos,"Saem: BR Malls Part. ON, Petrobras PN"
2013,08,201308,Ágora Investimentos,"Entram: BR Pharma ON, Hypermarcas ON, JSL ON"
2013,08,201308,Ágora Investimentos,"Saem: Qualicorp ON, BM&FBovespa ON, Estácio Part. ON"
2013,08,201308,Ativa Investimentos,"Entram: Estácio Part. ON, BM&FBovespa ON, Itaú Unibanco PN"
2013,08,201308,Ativa Investimentos,"Saem: BR Properties ON, Equatorial ON, Pão de Açúcar PN"
2013,08,201308,Citi Corretora,"Entram: BRF ON, CCR ON, Direcional ON, Suzano Papel PNA, Vale PNA"
2013,08,201308,Citi Corretora,"Saem: Cosan ON, Tractebel ON, Itaú Unibanco PN, Ambev PN, Gerdau PN"
2013,08,201308,Genial Investimentos,"Entram: BB Seguridade ON, Porto Seguro ON, Randon Part. PN"
2013,08,201308,Genial Investimentos,"Saem: Itaú Unibanco PN, Dufry AG ON, Cielo ON"
2013,08,201308,Guide Investimentos,"Entram: Anhanguera ON, BR Pharma ON, Randon Part. PN, Vale PNA"
2013,08,201308,Guide Investimentos,"Saem: Kroton ON, Bradesco PN, Souza Cruz ON,"
2013,08,201308,Planner Corretora,"Entram: AES Tietê PN, Eztec ON, São Martinho ON, Totvs ON"
2013,08,201308,Planner Corretora,"Saem: Gerdau PN, Souza Cruz ON, Bradesco PN, Tractebel ON"
2013,08,201308,Rico Corretora,"Entram: Ambev PN, Suzano Papel PNA"
2013,08,201308,Rico Corretora,"Saem: Bradesco PN, Hypermarcas ON"
2013,08,201308,Santander Corretora,Entram: Cetip ON
2013,08,201308,Santander Corretora,Saem: Marcopolo PN
2013,08,201308,Souza Barros CCT,Entram: BR Malls Part. ON
2013,08,201308,Souza Barros CCT,Saem: M. Dias Branco ON
2013,08,201308,XP Investimentos,"Entram: Direcional ON, Estácio Part. ON, Saraiva PN"
2013,08,201308,XP Investimentos,"Saem: Forjas Taurus PN, Arteris ON, Cemig PN"
2013,09,201309,Ágora Investimentos,"Entram: BRF ON, Cetip ON"
2013,09,201309,Ágora Investimentos,"Saem: BR Pharma ON, JSL ON"
2013,09,201309,Ativa Investimentos,"Entram: Minerva ON, Tractebel ON"
2013,09,201309,Ativa Investimentos,"Saem: Estácio Part. ON, Iochpe-Maxion ON"
2013,09,201309,Citi Corretora,"Entram: Braskem PNA, Ultrapar ON"
2013,09,201309,Citi Corretora,"Saem: Direcional ON, Vale PNA"
2013,09,201309,Genial Investimentos,"Entram: Marcopolo PN, Vale PNA"
2013,09,201309,Genial Investimentos,"Saem: Porto Seguro ON, Randon Part. PN"
2013,09,201309,Guide Investimentos,"Entram: Bradesco PN, Fibria ON, Raia Drogasil ON"
2013,09,201309,Guide Investimentos,"Saem: Anhanguera ON, BR Pharma ON, Gerdau PN"
2013,09,201309,Planner Corretora,"Entram: Alpargatas PN, CCR ON, Direcional ON"
2013,09,201309,Planner Corretora,"Saem: AES Tietê PN, Eztec ON, São Martinho ON"
2013,09,201309,Rico Corretora,"Entram: Cemig PN, Duratex ON, Hypermarcas ON, Vale PNA"
2013,09,201309,Rico Corretora,"Saem: Ambev PN, BM&FBovespa ON, Kroton ON, Suzano Papel PNA"
2013,09,201309,Santander Corretora,"Entram: Iochpe-Maxion ON, Randon Part. PN, Vale PNA"
2013,09,201309,Santander Corretora,"Saem: Braskem PNA, Itaúsa PN, Cetip ON"
2013,09,201309,Souza Barros CCT,"Entram: Tractebel ON, Ultrapar ON"
2013,09,201309,Souza Barros CCT,"Saem: Hypermarcas ON, BR Malls Part. ON"
2013,09,201309,XP Investimentos,"Entram: ALL ON, Cemig PN"
2013,09,201309,XP Investimentos,"Saem: Estácio Part. ON, Saraiva PN"
2013,10,201310,Ágora Investimentos,"Entram: Cosan ON, Banco do Brasil ON, Suzano Papel PNA"
2013,10,201310,Ágora Investimentos,"Saem: BRF ON, Cetip ON, Gerdau PN"
2013,10,201310,Ativa Investimentos,"Entram: Suzano Papel PNA, Cia. Hering ON, CCR ON"
2013,10,201310,Ativa Investimentos,"Saem: Minerva ON, Tractebel ON, Vale PNA"
2013,10,201310,Citi Corretora,Entram: Hypermarcas ON
2013,10,201310,Citi Corretora,Saem: Suzano Papel PNA
2013,10,201310,Genial Investimentos,Entram: —
2013,10,201310,Genial Investimentos,Saem: —
2013,10,201310,Guide Investimentos,"Entram: Petrobras ON, Marcopolo PN, Anhanguera ON"
2013,10,201310,Guide Investimentos,"Saem: Bradesco PN, Raia Drogasil ON, Randon Part. PN"
2013,10,201310,Planner Corretora,"Entram: Cyrela Realty ON, ALL ON, Taesa UNIT"
2013,10,201310,Planner Corretora,"Saem: Alpargatas PN, Direcional ON, Duratex ON"
2013,10,201310,Rico Corretora,"Entram: Minerva ON, Grendene ON, Suzano Papel PNA"
2013,10,201310,Rico Corretora,"Saem: Cemig PN, Duratex ON, Hypermarcas ON"
2013,10,201310,Santander Corretora,Entram: Itausa PN
2013,10,201310,Santander Corretora,Saem: Randon Part. PN
2013,10,201310,Souza Barros CCT,Entram: —
2013,10,201310,Souza Barros CCT,Saem: —
2013,10,201310,XP Investimentos,"Entram: Multiplus ON, Even ON, ABC Brasil PN"
2013,10,201310,XP Investimentos,"Saem: Cemig PN, Direcional ON, Itaú Unibanco PN"
2013,11,201311,Ágora Investimentos,"Entram: BR Pharma ON, Cetip ON, JSL ON"
2013,11,201311,Ágora Investimentos,"Saem: Cosan ON, Hypermarcas ON, Suzano Papel PNA"
2013,11,201311,Ativa Investimentos,"Entram: BR Pharma ON, Telefônica Brasil PN"
2013,11,201311,Ativa Investimentos,"Saem: BM&FBovespa ON, Cia. Hering ON"
2013,11,201311,Citi Corretora,"Entram: Cosan ON, Itaú Unibanco PN, Tractebel ON, Vale PNA"
2013,11,201311,Citi Corretora,"Saem: Hypermarcas ON, Braskem PNA, Ultrapar ON, BRF ON"
2013,11,201311,Genial Investimentos,Entram: Bradesco PN
2013,11,201311,Genial Investimentos,Saem: Marcopolo PN
2013,11,201311,Guide Investimentos,"Entram: Natura ON, Souza Cruz ON, Suzano Papel PNA"
2013,11,201311,Guide Investimentos,"Saem: Petrobras ON, Anhanguera ON, Fibria ON"
2013,11,201311,Planner Corretora,"Entram: Multiplan ON, Vale PNA"
2013,11,201311,Planner Corretora,"Saem: ALL ON, Totvs ON"
2013,11,201311,Rico Corretora,"Entram: Duratex ON, Gerdau PN"
2013,11,201311,Rico Corretora,"Saem: Grendene ON, Suzano Papel PNA"
2013,11,201311,Santander Corretora,"Entram: Banco do Brasil ON, BB Seguridade ON, Estácio ON, Usiminas PNA"
2013,11,201311,Santander Corretora,"Saem: BRF ON, Kroton ON, Vale PNA, Itausa PN"
2013,11,201311,Souza Barros CCT,Entram: Petrobras PN
2013,11,201311,Souza Barros CCT,Saem: BRF ON
2013,11,201311,XP Investimentos,"Entram: Cosan ON, Saraiva PN, Vale PNA"
2013,11,201311,XP Investimentos,"Saem: ALL ON, Even ON, ABC Brasil PN"
2013,12,201312,Ágora Investimentos,"Entram: Ambev ON, Hypermarcas ON, Localiza ON"
2013,12,201312,Ágora Investimentos,"Saem: Banco do Brasil ON, BR Pharma ON, JSL ON"
2013,12,201312,Ativa Investimentos,"Entram: Estácio Part. ON, MRV ON, Sabesp ON"
2013,12,201312,Ativa Investimentos,"Saem: CCR ON, Itaú Unibanco PN, Telefônica Brasil PN"
2013,12,201312,Citi Corretora,"Entram: BB Seguridade ON, BRF ON, Gerdau PN, Klabin PN"
2013,12,201312,Citi Corretora,"Saem: CCR ON, Cosan ON, Itaú Unibanco PN, Vale PNA"
2013,12,201312,Genial Investimentos,"Entram: Cielo ON, Cosan ON, Tupy ON"
2013,12,201312,Genial Investimentos,"Saem: Bradesco PN, Kroton ON, Ultrapar ON"
2013,12,201312,Guide Investimentos,"Entram: Gerdau PN, Lojas Marisa ON, Randon Part. PN"
2013,12,201312,Guide Investimentos,"Saem: Marcopolo PN, Souza Cruz ON, Suzano Papel PNA"
2013,12,201312,Planner Corretora,"Entram: Abril Educação UNIT, BR Insurance ON, Helbor ON, Telefônica Brasil PN"
2013,12,201312,Planner Corretora,"Saem: CCR ON, Cyrela Realty ON, Taesa UNIT, Vale PNA"
2013,12,201312,Rico Corretora,"Entram: Banco do Brasil ON, Grendene ON, Hypermarcas ON"
2013,12,201312,Rico Corretora,"Saem: Duratex ON, Gerdau PN, Minerva ON"
2013,12,201312,Santander Corretora,"Entram: Bradesco PN, Klabin PN"
2013,12,201312,Santander Corretora,"Saem: Banco do Brasil ON, Iochpe-Maxion ON"
2013,12,201312,Souza Barros CCT,"Entram: Ambev ON, Gerdau PN"
2013,12,201312,Souza Barros CCT,"Saem: Cetip ON, Localiza ON"
2013,12,201312,XP Investimentos,Entram: Estácio Part. ON
2013,12,201312,XP Investimentos,Saem: Saraiva PN
2014,01,201401,Ágora Investimentos,Entram: Suzano Papel PNA
2014,01,201401,Ágora Investimentos,Saem: Cetip ON
2014,01,201401,Ativa Investimentos,Entram: CCR ON
2014,01,201401,Ativa Investimentos,Saem: BR Pharma ON
2014,01,201401,BB Investimentos,Entram: —
2014,01,201401,BB Investimentos,Saem: —
2014,01,201401,BTG Pactual,Entram: —
2014,01,201401,BTG Pactual,Saem: —
2014,01,201401,Citi Corretora,"Entram: Fibria ON, Mills ON, Localiza ON"
2014,01,201401,Citi Corretora,"Saem: BRF ON, Klabin PN, Tractebel ON"
2014,01,201401,Genial Investimentos,Entram: Kroton ON
2014,01,201401,Genial Investimentos,Saem: Cosan ON
2014,01,201401,Guide Investimentos,"Entram: BB Seguridade ON, Tractebel ON, CCR ON"
2014,01,201401,Guide Investimentos,"Saem: Lojas Marisa ON, Natura ON, Randon Part. PN"
2014,01,201401,Planner Corretora,"Entram: Banco do Brasil ON, Eztec ON, Minerva ON, Vale PNA"
2014,01,201401,Planner Corretora,"Saem: Abril Educação UNIT, BR Insurance ON, Helbor ON, Telefônica Brasil PN"
2014,01,201401,Rico Corretora,Entram: Cetip ON
2014,01,201401,Rico Corretora,Saem: Banco do Brasil ON
2014,01,201401,Santander Corretora,"Entram: Ser Educacional ON, Localiza ON"
2014,01,201401,Santander Corretora,"Saem: Estácio Part. ON, Klabin PN"
2014,01,201401,Souza Barros CCT,Entram: —
2014,01,201401,Souza Barros CCT,Saem: —
2014,01,201401,Votorantim Corretora,Entram: —
2014,01,201401,Votorantim Corretora,Saem: —
2014,01,201401,XP Investimentos,Entram: Valid ON
2014,01,201401,XP Investimentos,Saem: BB Seguridade ON
2014,02,201402,Ágora Investimentos,"Entram: BRF ON, Qualicorp ON, Ultrapar ON"
2014,02,201402,Ágora Investimentos,"Saem: Ambev ON, Hypermarcas ON, Localiza ON"
2014,02,201402,Ativa Investimentos,Entram: Pão de Açúcar PN
2014,02,201402,Ativa Investimentos,Saem: Estácio Part. ON
2014,02,201402,BB Investimentos,"Entram: Itaú Unibanco PN, Suzano Papel PNA, Tim Part. ON, Ultrapar ON"
2014,02,201402,BB Investimentos,"Saem: Vale PNA, Usiminas PNA, Gafisa ON, Estácio Part. ON"
2014,02,201402,Citi Corretora,"Entram: BRF ON, Cielo ON, Klabin PN"
2014,02,201402,Citi Corretora,"Saem: Mills ON, Localiza ON, BB Seguridade ON"
2014,02,201402,Genial Investimentos,"Entram: Klabin PN, Ultrapar ON"
2014,02,201402,Genial Investimentos,"Saem: Tupy ON, Vale PNA"
2014,02,201402,Guide Investimentos,"Entram: Ambev ON, Magazine Luiza ON, Pão de Açúcar PN"
2014,02,201402,Guide Investimentos,"Saem: BB Seguridade ON, Tractebel ON, CCR ON"
2014,02,201402,Planner Corretora,"Entram: Ambev ON, BR Insurance ON, Pão de Açúcar PN, Tractebel ON"
2014,02,201402,Planner Corretora,"Saem: Banco do Brasil ON, Eztec ON, Multiplan ON, Vale PNA"
2014,02,201402,Rico Corretora,Entram: Klabin PN
2014,02,201402,Rico Corretora,Saem: Hypermarcas ON
2014,02,201402,Santander Corretora,"Entram: Qualicorp ON, SulAmérica UNIT"
2014,02,201402,Santander Corretora,"Saem: Localiza ON, Bradesco PN"
2014,02,201402,Souza Barros CCT,"Entram: Embraer ON, Telefônica Brasil PN"
2014,02,201402,Souza Barros CCT,"Saem: Ambev ON, Ultrapar ON"
2014,02,201402,Votorantim Corretora,"Entram: Cesp PNB, Mills ON, Odontoprev ON"
2014,02,201402,Votorantim Corretora,"Saem: Gerdau PN, Itaú Unibanco PN, Metal Leve ON"
2014,02,201402,XP Investimentos,Entram: Banco do Brasil ON
2014,02,201402,XP Investimentos,Saem: Cosan ON
2014,03,201403,Ágora Investimentos,"Entram: M. Dias Branco ON, Pão de Açúcar PN"
2014,03,201403,Ágora Investimentos,"Saem: Qualicorp ON, Ultrapar ON"
2014,03,201403,Ativa Investimentos,"Entram: Anhanguera ON, Itaú Unibanco PN"
2014,03,201403,Ativa Investimentos,"Saem: Pão de Açúcar PN, Sabesp ON"
2014,03,201403,BB Investimentos,"Entram: Embraer ON, Pão de Açúcar PN, Porto Seguro ON"
2014,03,201403,BB Investimentos,"Saem: Itaú Unibanco PN, Suzano Papel PNA, Tim Part. ON"
2014,03,201403,Citi Corretora,"Entram: Ambev ON, BB Seguridade ON, CCR ON, Lojas Renner ON"
2014,03,201403,Citi Corretora,"Saem: BRF ON, Cielo ON, Fibria ON, Gerdau PN"
2014,03,201403,Genial Investimentos,Entram: Itaú Unibanco PN
2014,03,201403,Genial Investimentos,Saem: Klabin PN
2014,03,201403,Guide Investimentos,"Entram: Eztec ON, Paranapanema ON, Suzano Papel PNA"
2014,03,201403,Guide Investimentos,"Saem: Ambev ON, Magazine Luiza ON, Pão de Açúcar PN"
2014,03,201403,Planner Corretora,"Entram: Telefônica Brasil PN, Vale PNA"
2014,03,201403,Planner Corretora,"Saem: BR Insurance ON, Minerva ON"
2014,03,201403,Rico Corretora,"Entram: Ambev ON, Minerva ON, Ultrapar ON"
2014,03,201403,Rico Corretora,"Saem: Cetip ON, Grendene ON, Klabin PN"
2014,03,201403,Santander Corretora,"Entram: Arteris ON, Braskem PNA"
2014,03,201403,Santander Corretora,"Saem: SulAmérica UNIT, Usiminas PNA"
2014,03,201403,Souza Barros CCT,"Entram: BRF ON, Profarma ON"
2014,03,201403,Souza Barros CCT,"Saem: Embraer ON, Gerdau PN"
2014,03,201403,Votorantim Corretora,"Entram: Bradespar PN, Cielo ON, Cyrela Realty ON, Itaú Unibanco PN, Pão de Açúcar PN"
2014,03,201403,Votorantim Corretora,"Saem: Cesp PNB, JBS ON, Mills ON, Odontoprev ON, Petrobras PN"
2014,03,201403,XP Investimentos,"Entram: Ambev ON, BM&FBovespa ON, Bradespar PN, Even ON"
2014,03,201403,XP Investimentos,"Saem: Banco do Brasil ON, Estácio Part. ON, Multiplus ON, Vale PNA"
2014,04,201404,Ágora Investimentos,Entram: Estácio Part. ON
2014,04,201404,Ágora Investimentos,Saem: Pão de Açúcar PN
2014,04,201404,Ativa Investimentos,Entram: Pão de Açúcar PN
2014,04,201404,Ativa Investimentos,Saem: CCR ON
2014,04,201404,BB Investimentos,"Entram: Banrisul PNB, Cyrela Realty ON, IMC Holdings ON, Mills ON"
2014,04,201404,BB Investimentos,"Saem: Embraer ON, Porto Seguro ON, Tupy ON, Ultrapar ON"
2014,04,201404,Citi Corretora,"Entram: Klabin UNIT, Pão de Açúcar PN, Vale PNA"
2014,04,201404,Citi Corretora,"Saem: CCR ON, Klabin PN, Lojas Renner ON"
2014,04,201404,Genial Investimentos,Entram: —
2014,04,201404,Genial Investimentos,Saem: —
2014,04,201404,Guide Investimentos,"Entram: Ambev ON, Itaú Unibanco PN"
2014,04,201404,Guide Investimentos,"Saem: Eztec ON, Paranapanema ON"
2014,04,201404,Planner Corretora,"Entram: Alpargatas PN, Magazine Luiza ON"
2014,04,201404,Planner Corretora,"Saem: Ambev ON, Pão de Açúcar PN"
2014,04,201404,Rico Corretora,"Entram: Banco do Brasil ON, BB Seguridade ON"
2014,04,201404,Rico Corretora,"Saem: Minerva ON, Ultrapar ON"
2014,04,201404,Santander Corretora,"Entram: Bradesco PN, Estácio Part. ON"
2014,04,201404,Santander Corretora,"Saem: Qualicorp ON, Ser Educacional ON"
2014,04,201404,Souza Barros CCT,Entram: Cemig PN
2014,04,201404,Souza Barros CCT,Saem: Tractebel ON
2014,04,201404,Votorantim Corretora,"Entram: Cetip ON, Mills ON, Petrobras PN, Ultrapar ON"
2014,04,201404,Votorantim Corretora,"Saem: Bradespar PN, Cielo ON, Cyrela Realty ON, Itaú Unibanco PN"
2014,04,201404,XP Investimentos,Entram: Randon PN
2014,04,201404,XP Investimentos,Saem: Valid ON
2014,05,201405,Ágora Investimentos,"Entram: Arteris ON, Qualicorp ON, Klabin UNIT"
2014,05,201405,Ágora Investimentos,"Saem: BRF ON, Estácio Part. ON, Suzano Papel PNA"
2014,05,201405,Ativa Investimentos,"Entram: Cielo ON, Telefônica Brasil PN"
2014,05,201405,Ativa Investimentos,"Saem: MRV ON, Suzano Papel PNA"
2014,05,201405,BB Investimentos,"Entram: Cemig PN, Embraer ON, Magazine Luiza ON, Multiplus ON, Petrobras PN"
2014,05,201405,BB Investimentos,"Saem: Banrisul PNB, Cyrela Realty ON, IMC Holdings ON, Mills ON, Pão de Açúcar PN"
2014,05,201405,Citi Corretora,Entram: Klabin UNIT
2014,05,201405,Citi Corretora,"Saem: Klabin UNIT, Pão de Açúcar PN"
2014,05,201405,Genial Investimentos,Entram: —
2014,05,201405,Genial Investimentos,Saem: Ultrapar ON
2014,05,201405,Guide Investimentos,"Entram: Bradespar PN, Localiza ON, Magazine Luiza ON, Raia Drogasil ON"
2014,05,201405,Guide Investimentos,"Saem: Gerdau PN, Itaú Unibanco PN, Suzano Papel PNA, Vale PNA"
2014,05,201405,Planner Corretora,"Entram: Banco do Brasil ON, MRV ON, Ultrapar ON"
2014,05,201405,Planner Corretora,"Saem: Magazine Luiza ON, Tractebel ON, Vale PNA"
2014,05,201405,Rico Corretora,"Entram: BR Malls Part. ON, Raia Drogasil ON"
2014,05,201405,Rico Corretora,"Saem: Ambev ON, Banco do Brasil ON"
2014,05,201405,Santander Corretora,"Entram: Kroton ON, Totvs ON"
2014,05,201405,Santander Corretora,"Saem: Arteris ON, Braskem PNA"
2014,05,201405,Souza Barros CCT,"Entram: Bradesco PN, Localiza ON"
2014,05,201405,Souza Barros CCT,"Saem: Profarma ON, Telefônica Brasil PN"
2014,05,201405,Votorantim Corretora,"Entram: CCR ON, Cyrela Realty ON, JBS ON"
2014,05,201405,Votorantim Corretora,"Saem: Cetip ON, Mills ON, Ultrapar ON"
2014,05,201405,XP Investimentos,Entram: Estácio Part. ON
2014,05,201405,XP Investimentos,Saem: Even ON
2014,06,201406,Ágora Investimentos,Entram: Valid ON
2014,06,201406,Ágora Investimentos,Saem: Arteris ON
2014,06,201406,Ativa Investimentos,"Entram: CPFL ENERGIA ON, Estácio Part. ON"
2014,06,201406,Ativa Investimentos,"Saem: Anhanguera ON, Itaú Unibanco PN"
2014,06,201406,BB Investimentos,"Entram: Cielo ON, Sabesp ON, Smiles ON, Suzano Papel PNA"
2014,06,201406,BB Investimentos,"Saem: Cemig PN, Magazine Luiza ON, Multiplus ON, Petrobras PN"
2014,06,201406,Citi Corretora,"Entram: Pão de Açúcar PN, Ultrapar ON"
2014,06,201406,Citi Corretora,"Saem: Vale PNA, Via Varejo UNIT"
2014,06,201406,Genial Investimentos,"Entram: Cetip ON, Estácio Part. ON"
2014,06,201406,Genial Investimentos,"Saem: Itaú Unibanco PN, Kroton ON"
2014,06,201406,Guide Investimentos,"Entram: Eztec ON, Gerdau PN, Pão de Açúcar PN"
2014,06,201406,Guide Investimentos,"Saem: Bradespar PN, Magazine Luiza ON, Raia Drogasil ON"
2014,06,201406,Planner Corretora,"Entram: Ambev ON, Fibria ON, Pão de Açúcar PN"
2014,06,201406,Planner Corretora,"Saem: Alpargatas PN, MRV ON, Telefônica Brasil PN"
2014,06,201406,Rico Corretora,"Entram: Arteris ON, Ambev ON, Cielo ON"
2014,06,201406,Rico Corretora,"Saem: BB Seguridade ON, Vale PNA, Raia Drogasil ON"
2014,06,201406,Santander Corretora,Entram: —
2014,06,201406,Santander Corretora,Saem: —
2014,06,201406,Souza Barros CCT,Entram: Cielo ON
2014,06,201406,Souza Barros CCT,Saem: BRF ON
2014,06,201406,Votorantim Corretora,"Entram: Direcional ON, Estácio Part. ON, Itaú Unibanco PN, Mills ON"
2014,06,201406,Votorantim Corretora,"Saem: CCR ON, Cyrela Realty ON, JBS ON, Pão de Açúcar PN"
2014,06,201406,XP Investimentos,"Entram: BB Seguridade ON, Suzano Papel PNA"
2014,06,201406,XP Investimentos,"Saem: BM&FBovespa ON, Bradespar PN"
2014,07,201407,Ágora Investimentos,Entram: —
2014,07,201407,Ágora Investimentos,Saem: BB Seguridade ON
2014,07,201407,Ativa Investimentos,Entram: —
2014,07,201407,Ativa Investimentos,Saem: —
2014,07,201407,BB Investimentos,"Entram: Oi PN, Ser Educacional ON"
2014,07,201407,BB Investimentos,"Saem: Embraer ON, Sabesp ON, Suzano Papel PNA"
2014,07,201407,Citi Corretora,"Entram: BRF ON, Cielo ON, Valid ON"
2014,07,201407,Citi Corretora,"Saem: Ambev ON, Klabin UNIT, Ultrapar ON"
2014,07,201407,Genial Investimentos,Entram: Raia Drogasil ON
2014,07,201407,Genial Investimentos,Saem: Cielo ON
2014,07,201407,Guide Investimentos,"Entram: Marfrig ON, SulAmérica UNIT, Vale PNA"
2014,07,201407,Guide Investimentos,"Saem: Eztec ON, Gerdau PN, Localiza ON"
2014,07,201407,Planner Corretora,"Entram: Grendene ON, Tractebel ON"
2014,07,201407,Planner Corretora,"Saem: Banco do Brasil ON, Fibria ON"
2014,07,201407,Rico Corretora,"Entram: Cyrela Realty ON, Hypermarcas ON, Vale PNA"
2014,07,201407,Rico Corretora,"Saem: Arteris ON, Ambev ON, Cielo ON"
2014,07,201407,Santander Corretora,Entram: SulAmérica UNIT
2014,07,201407,Santander Corretora,Saem: Totvs ON
2014,07,201407,Souza Barros CCT,Entram: Valid ON
2014,07,201407,Souza Barros CCT,Saem: Cemig PN
2014,07,201407,Votorantim Corretora,"Entram: Cyrela Realty ON, Kroton ON, Localiza ON, Pão de Açúcar PN"
2014,07,201407,Votorantim Corretora,"Saem: Direcional ON, Estácio Part. ON, Itaú Unibanco PN, Mills ON"
2014,07,201407,XP Investimentos,"Entram: Itaú Unibanco PN, Lojas Americanas PN"
2014,07,201407,XP Investimentos,"Saem: Ambev ON, Suzano Papel PNA"
2014,08,201408,Ágora Investimentos,"Entram: BRF ON, Hypermarcas ON, Kroton ON"
2014,08,201408,Ágora Investimentos,"Saem: , Valid ON, Via Varejo UNIT"
2014,08,201408,Ativa Investimentos,"Entram: Kroton ON, Light ON, Minerva ON, Petrobras PN, Vale PNA"
